channel_name,channel_type,country,country_rank,daily_subs_average,daily_views_average,estimated_monthly_income,people_rank,social_blade_rank,subscriber_rank,subscribers,subscribers_last_30_days,uploads,video_view_rank,views,views_last_30_days,yearly_income,channel_age,subs_views_interaction,subs_per_upload,log_views_last_30_days,mean_income_per_type,channel_name_length
The Weeknd,music,CA,3.0,0.0356015850937702,0.6745314323757544,0.6474491473574304,42.0,185.0,124.0,2.247065502031305,200000.0,-0.1656444054664998,84.0,2.239820367393201,0.6745190691536871,0.6657816013650482,1.3250955906085626,0.02401438818814812,-13.565598522346445,0.5155260011560389,-0.11112798307976889,10.0
Colgate - Colombia,people,AF,67.0,-0.3793457428760498,-0.4476281013672894,-0.4561959785462257,1942.0,45114.0,2566.0,-0.3306474992029506,800.0,-0.1622992368847351,34912.0,-0.243925225422555,-0.4476241801998697,-0.4560686351557438,1.5541271593070325,0.16980581464537012,2.0372708187024715,-0.593526631395416,0.1321637063251685,18.0
Celine Dept,sports,BE,1.0,5.874766908884362,4.544740042169079,4.556711118391621,5.0,24.0,167.0,1.871603932413192,3000000.0,-0.1464608876812778,248.0,1.2602639033380525,4.545750116397865,4.540449599078535,,26.699288409216624,-12.778865143068776,1.7130318896328667,-0.03718867569354867,11.0
Celine & Michiel,entertainment,BE,2.0,1.5957985336189189,0.6139086420835719,0.6063047200206906,215.0,715.0,348.0,0.4654635442355507,950000.0,-0.142228225394147,643.0,0.6134397291064583,0.6138977296445788,0.6080719560856757,-0.4461206272194491,0.9796745108129458,-3.272652407394134,0.4786522033076612,0.3451460041477131,16.0
Timothy Tancré,,BE,13.0,-0.1520724664529597,-0.2066454656103496,-0.2149597045823931,,8939.0,1137.0,-0.1647229333979889,110000.0,-0.1385758474528325,6624.0,-0.1025057356772504,-0.2066449423996875,-0.2163322103720364,-1.0239312345450295,0.031425085636686126,1.1886842940221325,-0.23148441782984272,,14.0
Joppi,,FI,229.0,-0.3663962333193253,-0.4660370314507144,-0.4746026960389778,,2947.0,2243.0,-0.3269812274055031,7000.0,-0.1354013507374843,136316.0,-0.2782967167274898,-0.4660323164207169,-0.474496015243387,-1.1611176564050265,0.1707542129108617,2.4149037334158745,-0.6274199594950005,,5.0
Anaya Kandhal,entertainment,IN,54.0,5.455628193763332,13.362450621536627,13.413049102624877,67.0,1.0,162.0,1.9157758817800288,2800000.0,-0.1270725636563559,115.0,2.0479489390988466,13.360737165789947,13.366099807558012,0.1427346496626567,72.90056234862558,-15.076235393824964,2.6644978969675375,0.3451460041477131,13.0
Mayamystic,comedy,FR,11.0,0.638660870730596,0.1749824703643155,0.1670338207966021,92.0,1823.0,402.0,0.3741748488774211,490000.0,-0.141579672301764,1431.0,0.2658923505038353,0.1749766397950906,0.1671143162215232,0.5043022530394282,0.11175445688546444,-2.6428571474575953,0.16124826637303727,0.34790651881194223,10.0
Nutshell Animations,film,CA,37.0,0.5948702587030256,1.3100528931171949,1.3345610838809858,135.0,331.0,602.0,0.2284074159668594,470000.0,-0.1082986583505337,1747.0,0.2027387682798567,1.310030686507178,1.3097923652997494,-0.226971131282081,0.7793115034432728,-2.109051205672058,0.8372608086477095,-0.1966856096075965,19.0
Noel Robinson,entertainment,DE,6.0,0.8701255343048963,0.5730909742935476,0.5654851171102934,167.0,606.0,300.0,0.8188391391702459,600000.0,-0.1177538797500114,748.0,0.5394558548046802,0.5730818712421729,0.5695657705646308,0.5019770594485807,0.49866109021248667,-6.953818769357079,0.4530366705552485,0.3451460041477131,13.0
Chapitosiki,entertainment,RU,4.0,1.2830084477077022,3.115559125970876,3.06500907781724,101.0,51.0,219.0,1.4225224471836837,800000.0,-0.0436822897252218,140.0,1.7931546508559573,3.1155132380498456,3.114628808751585,-0.5670306939435141,3.9972886779534593,-32.56519875976947,1.4147635500575948,0.3451460041477131,11.0
T-Series,music,IN,1.0,3.785329134997435,10.79058774959007,10.771252043179834,1.0,2.0,1.0,19.172284101090977,2000000.0,0.5444188275729809,1.0,23.46517531840733,10.791965429517171,10.794207875639144,2.3772456904670136,40.8459261922697,35.21605633398283,2.467418403753163,-0.11112798307976889,8.0
Dusty Student,people,FR,524.0,,0.1281860515974522,0.1201508285944749,1204.0,2079.0,1637.0,-0.288551631456355,,-0.1711741739383966,44116.0,-0.2532605106670744,0.1281823207882323,0.119232005376746,,,1.6857194331207992,0.12060777191929951,0.1321637063251685,13.0
Kostamoinen,entertainment,FI,14.0,0.0568713109357329,-0.0450066978868193,-0.0531971402637369,902.0,3532.0,1122.0,-0.1544161452123937,210000.0,-0.1660540179458996,20027.0,-0.2127846439517237,-0.0450089553786798,-0.053400600439422,,-0.002559589909711893,0.9299151391970681,-0.04605331590524865,0.3451460041477131,11.0
Abel El Jackson,entertainment,BE,15.0,-0.2352746293053433,-0.2588756634480702,-0.267256437223565,943.0,9592.0,1163.0,-0.1846003106130655,70000.0,-0.1416479410483307,9131.0,-0.1441979135367233,-0.2588738452590186,-0.2645213434122005,,0.06090687575391953,1.3032332785555938,-0.2995844188637544,0.3451460041477131,15.0
The geeta gurjar,entertainment,IN,82.0,3.159748963175001,8.376306855421134,8.355316234851738,106.0,5.0,226.0,1.385712489377986,1700000.0,-0.1183682984691111,225.0,1.3455184328775092,8.37798938419243,8.375727041413686,-0.7809485043014756,26.467026901652584,-11.70678726736615,2.238365388676183,0.3451460041477131,16.0
Success Freedom Inspires,howto,NG,27.0,0.2820801727918089,0.923742993298948,0.8787241389134208,465.0,277.0,1185.0,-0.1978518954231166,320000.0,-0.1498743250096091,9935.0,-0.1502497559924469,0.9237275805780528,0.9150836592990502,0.1694743759574017,0.26056958316499007,1.3201186754998326,0.654264752082538,-0.05236530727627677,24.0
tuzelity SHUFFLE,people,RU,3.0,2.1212858779497625,1.5901791212882992,1.5675684723774703,10.0,204.0,136.0,2.1219116454919345,1200000.0,-0.1357085600970342,372.0,0.9697603139442292,1.5901564994479211,1.589542014034784,0.3345631209075677,3.373224513399432,-15.635798095379743,0.9517182983832269,0.1321637063251685,16.0
BroxEditZシ︎,people,FR,242.0,-0.0895144492707164,0.1512499605037806,0.1433216376735863,816.0,2152.0,1234.0,-0.2324532557604721,140000.0,-0.1373470100146332,11056.0,-0.1631029589212734,0.1512468787394894,0.1476672035433297,,-0.013539056916713527,1.6924522473092505,0.14084559739107833,0.1321637063251685,11.0
Brawl Stars,games,FI,1.0,1.7021471628287326,-0.0514539841296715,-0.0595853539818097,48.0,3794.0,292.0,0.8777350716593618,1000000.0,-0.1640059555489008,5135.0,-0.0630841232414646,-0.0514559867232993,-0.0628037983098061,0.0148490021660492,-0.08758225310255498,-5.35184877111156,-0.0528270876507608,-0.16597271629603552,11.0
Dimitri Vegas & Like Mike,music,BE,4.0,-0.2559187749754836,-0.2524871166920903,-0.2608682235054923,465.0,14169.0,820.0,0.063498804997335,60000.0,-0.1496012500233426,7389.0,-0.1168073114286498,-0.25248538525692,-0.2641513519412928,1.634927636588979,0.06461619360093172,-0.4244537060180122,-0.29100142241266436,-0.11112798307976889,25.0
EdisonPts,games,RU,11.0,-0.1727166121231,0.858649098859648,0.8748262457973086,50.0,286.0,295.0,0.8482871054148038,100000.0,-0.0374015650410922,968.0,0.4113159590824245,0.858633900700743,0.848088130518118,0.830991952553489,-0.14830296335759116,-22.68052431717259,0.6198417558869179,-0.16597271629603552,9.0
Jeanfils,games,BE,6.0,-0.1727166121231,-0.3429255935760862,-0.35138596364632,408.0,14723.0,915.0,-0.0057039156773761,100000.0,-0.0786358879673345,6002.0,-0.0887400631922293,-0.342923721776478,-0.3506932594048084,0.8769145259727252,0.059228946732764715,0.07253578264094274,-0.4199551664398653,-0.16597271629603552,8.0
Star Music India,music,IN,750.0,-0.339308611879414,-0.2212993359325682,-0.2296850785765947,670.0,6.0,1048.0,-0.1021460051283033,20000.0,-0.1367667256688169,6411.0,-0.0989727246966147,-0.2213003290318756,-0.2262136898999353,0.9239996961873852,0.07508877048511585,0.7468629860720049,-0.25012983893925717,-0.11112798307976889,16.0
Agbaps Shorts,people,NG,4.0,0.5323122415207823,0.3038013028683087,0.2959891180546473,573.0,1606.0,988.0,-0.0535568608247827,440000.0,-0.1622992368847351,8375.0,-0.1316224370045042,0.3037959403351152,0.2920089981083902,,0.16171715250676347,0.3299883711888231,0.2652799637859479,0.1321637063251685,13.0
StarPlus,entertainment,IN,23.0,2.3277273346511653,5.279172648728944,5.249561619780565,28.0,10.0,82.0,2.7844908859944875,1300000.0,2.7874226303927734,26.0,3.5993827357612327,5.277891897908835,5.280432540893788,2.33829869782032,12.288474478789158,0.9989482239376549,1.8370342390789063,0.3451460041477131,8.0
Sandra Okeke,people,NG,14.0,-0.2559187749754836,-0.4045903822016311,-0.4131026046514298,715.0,1792.0,1131.0,-0.1617781367735331,60000.0,-0.1580665745976043,13271.0,-0.1824201908159642,-0.4045867944489934,-0.4129871892505485,-0.2223207441003862,0.10354227497990415,1.0234810059329587,-0.5184996513534945,0.1321637063251685,12.0
ILYA BORZOV,people,RU,5.0,0.8701255343048963,1.1657098919961706,1.1094577564255066,38.0,371.0,239.0,1.2679206243997545,600000.0,-0.0840973876926646,350.0,0.9992067769811872,1.165689980199121,1.1563812676063434,,1.0143139426176708,-15.07681343246229,0.7727390082327328,0.1321637063251685,11.0
Stromae,music,BE,3.0,-0.318476792157727,-0.3437608740998789,-0.3521438873077863,310.0,15096.0,635.0,0.1967508522539596,30000.0,-0.1681020803428984,2941.0,0.0472568835683781,-0.343760455241062,-0.3507383803158946,,0.10947986045266568,-1.1704248504993087,-0.42122939699912,-0.11112798307976889,7.0
Broda 2much talk,people,NG,104.0,0.0481131885302189,-0.2473381237231842,-0.2556710326840094,1174.0,5302.0,1604.0,-0.2843552962665055,206000.0,-0.1643131649084506,80659.0,-0.2692172014703169,-0.2473352907824057,-0.2548203475286469,-0.6449246792369022,-0.01190022577740417,1.7305691630061297,-0.28413542362923694,0.1321637063251685,16.0
Dario HD TV,,BE,466.0,-0.3447511593742692,-0.3503061849992422,-0.3587486506434208,,15442.0,2687.0,-0.3310744947134967,17400.0,-0.1392244005452154,152611.0,-0.2791107760278846,-0.3503037109341086,-0.360150602368496,-1.2674952631862952,0.12076846341446598,2.3779918851650925,-0.43125027287756135,,11.0
SET India,entertainment,IN,2.0,1.7021471628287326,5.898518283981899,5.935699083025091,2.0,15.0,5.0,12.325631949231257,1000000.0,4.532371792635743,3.0,14.987941096292444,5.89707466170097,5.903101113884671,2.2662176965040506,10.040146161973192,2.7194662117653507,1.9310973596335617,0.3451460041477131,9.0
Pavlov_family_,,RU,120.0,0.2026314909703599,0.7585570132292977,0.7607045973422459,,605.0,849.0,0.0443576269383723,280000.0,-0.1480310688523102,2171.0,0.1313232133108011,0.758543843667209,0.751953517357656,-1.0512522592374869,0.1537075385766756,-0.2996507914337068,0.5644861050448677,,14.0
Ed People,,BE,27.0,-0.2771885008174464,-0.3667475932958944,-0.3752064215781168,,16306.0,1246.0,-0.2412876456338395,50000.0,-0.1458123345888949,24114.0,-0.2252280474105163,-0.3667455235131835,-0.3791645543002611,-0.963476201182997,0.10165821556409552,1.6547821301546874,-0.45688292105811906,,9.0
Sony SAB,entertainment,IN,5.0,1.4957057061273296,4.707423694995626,4.674514110345235,7.0,28.0,16.0,6.428676708758531,900000.0,2.728984583331741,4.0,10.33012009513042,4.708913141991738,4.702884878989201,2.081364806031681,7.040920481763956,2.355702831017806,1.7420286626417811,0.3451460041477131,8.0
Skinycomics,,NG,58.0,-0.0457238372431461,-0.195449945333598,-0.203807399277961,,5639.0,1269.0,-0.2552754296000046,161000.0,-0.1669415116512657,42405.0,-0.2508565490693273,-0.195449448643554,-0.2066492628529174,-0.9001146758324051,0.008936721489615237,1.5291309337923393,-0.21747147877928716,,11.0
Маша и Медведь,education,RU,2.0,0.4509868191838659,0.5921693839132476,0.5845414834557309,6.0,708.0,58.0,3.211486396540577,400000.0,-0.1119169019185649,29.0,3.457049526021108,0.5921593942346873,0.5887421577763066,,0.26706058686910505,-28.69527606185328,0.46509120441703083,-0.11660188051564331,14.0
Sarah Lezito,autos,FR,87.0,0.1819873453002196,0.0323735392232639,0.0242193480146025,31.0,3170.0,988.0,-0.0542930599808967,270000.0,-0.1451637814965119,10555.0,-0.1580854138452531,0.0323721554260453,0.0233500693183672,2.1377507506097317,0.00589157446121433,0.37401243906146997,0.03185921777606101,-0.3696752390631477,12.0
MallusinFinland,,FI,58.0,-0.19586307848053,-0.2747454913532344,-0.2831728341143565,,9867.0,1645.0,-0.2871528530597385,89000.0,-0.1543800622830065,45793.0,-0.2533710798851283,-0.2747424954148535,-0.2835082227973138,-0.8913951998667272,0.05381249773509032,1.8600384584204632,-0.3212285084503657,,15.0
Obiego tv,,NG,350.0,0.1006619229633032,-0.1623771039900275,-0.1706753077910073,,6860.0,2139.0,-0.3198400955911978,231000.0,-0.1609679963266859,224975.0,-0.2822927150224846,-0.1623775584558727,-0.1686033106249527,-0.5577299195801245,-0.01634519153284842,1.9869794175860873,-0.1771878271102677,,9.0
Tik tok 2021,education,RU,580.0,1.0765669910062992,0.5882419965548711,0.5806435903396187,771.0,786.0,1426.0,-0.2736804085028533,700000.0,-0.1507618187149753,15646.0,-0.196639747649449,0.5882309306184657,0.5794833468213986,-0.79489966584656,0.6332819162146154,1.815316443086053,0.46262077455596545,-0.11660188051564331,12.0
Webs & Tiaras - Toy Monster Compilations,music,CA,45.0,0.1400734737881165,0.5257741839186235,0.5180607508642617,314.0,885.0,639.0,0.1930698564733899,250000.0,-0.1693991865276643,1164.0,0.3370052007659133,0.5257645938199497,0.5216654113554191,,0.07364701636959366,-1.1397330791896096,0.42249565741061745,-0.11112798307976889,40.0
TheLyonBlack,entertainment,FR,375.0,0.2570569659189116,-0.0666002369454797,-0.0748521020199158,1200.0,3397.0,1437.0,-0.2704411322159519,307000.0,-0.166531899171866,51749.0,-0.2567122820764055,-0.066600862432269,-0.0727213745665739,0.422920477359769,-0.017120054838685613,1.623959935368589,-0.06892236943542485,0.3451460041477131,12.0
Infinite Reverse Videos,,FI,45.0,-0.3022117076903437,-0.3141133732183407,-0.3224765897018212,,10870.0,1423.0,-0.2728705894311279,38000.0,-0.147245978266794,17863.0,-0.2055543738074267,-0.3141108049235291,-0.3219241664961861,-1.0123052665907923,0.09492873892868903,1.8531615779462276,-0.37703918751467225,,23.0
Le coyotte pilote,,BE,246.0,-0.285321043051138,-0.3712306210567999,-0.3796456887381334,,16515.0,2136.0,-0.3209443943253687,46000.0,-0.1636646118160677,150888.0,-0.2791967123595739,-0.3712262312160307,-0.3794352797667789,-1.3732915715698524,0.10591990801244788,1.9609883331777171,-0.4639837550477712,,17.0
Filmy Suraj Actor,entertainment,IN,78.0,3.578887678296032,4.27765247394293,4.324461653556603,101.0,34.0,219.0,1.4372464303059624,1900000.0,-0.1615824150457856,552.0,0.7243749190500792,4.277995407730995,4.26972413256076,-1.1954142618700256,15.309237731026892,-8.89481958725959,1.6635463680032614,0.3451460041477131,17.0
Nollywood Studios,film,NG,439.0,,-0.2947769114939198,-0.303203673738822,1505.0,10840.0,2299.0,-0.3288953452113994,,-0.1712424426849632,294052.0,-0.285156963050505,-0.2947738945569937,-0.3027387551022931,,,1.9206415188579864,-0.3492368106481183,-0.1966856096075965,17.0
NevoMusic,music,RU,35.0,0.0981596022760135,0.5382115171934826,0.5305123538740646,241.0,812.0,520.0,0.2843585518315195,230000.0,0.0644554048363142,1094.0,0.3663744083453382,0.5382026367709903,0.5314205523322763,0.0578650835967263,0.05283062846808206,4.411709965264414,0.4306146158319036,-0.11112798307976889,9.0
Badri Narayan Bhadra,animals,IN,676.0,-0.360140431601101,0.821193764646165,0.7643859408407964,52.0,37.0,971.0,-0.0476672675758711,10000.0,-0.1174466703904616,10840.0,-0.1626515288718517,0.8211817108259647,0.8097804770058529,0.2148156509789261,-0.2957450768278028,0.40586308166418983,0.5994855820526886,0.42451795693250755,20.0
Adham & Amjad Twins التوام ادهم و…,people,BE,17.0,-0.1727166121231,-0.3562785348781528,-0.36470376512637,753.0,20234.0,1170.0,-0.1890175055497492,100000.0,-0.1614458775526523,40131.0,-0.2491424197980251,-0.3562779878712381,-0.3605025454749691,,0.06153522151633627,1.1707793869688927,-0.440488304254149,0.1321637063251685,34.0
Shorts Break,comedy,IN,32.0,2.746866049772196,3.9969679696230895,3.983071181470443,4.0,43.0,103.0,2.534183172915745,1500000.0,-0.1508983562081085,88.0,2.221392308683498,3.997689697095367,3.989974483825725,-0.8751188447307955,10.97913561778457,-16.79397467670739,1.6089757450702888,0.34790651881194223,12.0
World Of Wonder,,NG,32.0,-0.1933607577932403,-0.3451344744082766,-0.3535514598219379,,11515.0,1205.0,-0.2125758785453955,90000.0,-0.1525709404989909,24054.0,-0.2250773281480579,-0.3451326981229797,-0.35081959795585,,0.06673546351215606,1.3932920505710684,-0.4233226564256963,,15.0
TreshFilms,film,RU,331.0,-0.0056867062465103,0.4975297786006434,0.4898010257724483,499.0,868.0,1139.0,-0.1661953317102168,180000.0,-0.1403167004902814,6203.0,-0.0914142547031518,0.4975206557229179,0.4929233909934485,,-0.002829305699793165,1.184430157846591,0.40381084438340203,-0.1966856096075965,10.0
Izah Funny Comedy,comedy,NG,42.0,-0.1933607577932403,-0.3428614570850782,-0.3512776888375391,582.0,12621.0,1236.0,-0.2353980523849279,90000.0,-0.150727684341692,31714.0,-0.2397286499901668,-0.3428609667666342,-0.3506932594048084,-0.238597099236318,0.06629595116006526,1.5617439716733952,-0.4198596645698986,0.34790651881194223,17.0
Kikakiim,people,RU,382.0,0.526056439802558,0.6185873426223276,0.61106881160705,665.0,886.0,1204.0,-0.2640361995577606,436000.0,-0.1503522062355755,15718.0,-0.2351069502977124,0.6185750697116031,0.6083426815521935,-0.9187162245591844,0.3254118551668268,1.7561178925706102,0.48154617558323826,0.1321637063251685,8.0
Sweety Setsu,howto,FR,689.0,-0.022577370885716,-0.1985062813268174,-0.2067308191150451,1056.0,4069.0,1828.0,-0.2990056594731731,172000.0,-0.1567353340395551,98696.0,-0.2727215879051464,-0.1985077094566084,-0.2068297464972625,0.8402927269168785,0.0044817499366598375,1.9077106084944022,-0.2212799257643278,-0.05236530727627677,12.0
Aurikatariina,people,FI,9.0,-0.2559187749754836,-0.3866439628214632,-0.3951289863938013,555.0,17953.0,969.0,-0.0454586701075293,60000.0,-0.1643472992817339,16741.0,-0.2010879488195261,-0.3866430453009902,-0.3983860624230231,-0.7106113981783414,0.09894944931693528,0.2766012602957433,-0.48880820469261405,0.1321637063251685,13.0
Bahauddin Dije,animals,BE,2.0,-0.1727166121231,-0.41177969375728,-0.4202487420309688,10.0,20551.0,348.0,0.4581015526744112,100000.0,-0.1089813458161999,1156.0,0.3397779325789978,-0.4117785185770926,-0.4201884866599213,,0.07112119364684504,-4.203485919939109,-0.5306517329189244,0.42451795693250755,14.0
Dangal TV Channel,entertainment,IN,45.0,2.1212858779497625,3.826777209555509,3.864726815472925,59.0,44.0,142.0,2.0630157130028186,1200000.0,0.8639848302513589,144.0,1.774325911851333,3.826159336855654,3.818515021697801,,8.1176884526901,2.387791591667907,1.5740509829975668,0.3451460041477131,17.0
Azmir Recording,entertainment,AF,3.0,-0.360140431601101,-0.4800295804987236,-0.4886296975165426,958.0,131474.0,1180.0,-0.1963794971108887,10000.0,-0.0459351583619205,47387.0,-0.2556856644188125,-0.4800266836158838,-0.4885105702267905,,0.17287806030210576,4.27514575140083,-0.6539777833692358,0.3451460041477131,15.0
