channel_name,channel_type,country,country_rank,daily_subs_average,daily_views_average,estimated_monthly_income,people_rank,social_blade_rank,subscriber_rank,subscribers,subscribers_last_30_days,uploads,video_view_rank,views,views_last_30_days,yearly_income,channel_age
Mini-mimi,howto,FR,173.0,0.14007347378811658,0.357114792396616,0.3493685987836283,433.0,1094.0,1150.0,-0.1742935224274703,250000.0,-0.11710532665762852,7733.0,-0.12208375673404229,0.3571084130310826,0.3492945068235515,-1.233779956119008
German Spidey,entertainment,DE,14.0,0.8701255343048963,1.0203286578935062,0.9926292377509217,322.0,437.0,499.0,0.29761013664157054,600000.0,-0.12574132309830677,689.0,0.5768737042257925,1.02031172439498,1.0110197404507324,-0.8384970456749489
The Weeknd,music,CA,3.0,0.035601585093770226,0.6745314323757544,0.6474491473574304,42.0,185.0,124.0,2.2470655020313055,200000.0,-0.16564440546649986,84.0,2.239820367393201,0.6745190691536871,0.6657816013650482,1.3250955906085626
Colgate - Colombia,people,AF,67.0,-0.3793457428760498,-0.4476281013672894,-0.45619597854622573,1942.0,45114.0,2566.0,-0.3306474992029506,800.0,-0.16229923688473516,34912.0,-0.243925225422555,-0.4476241801998697,-0.4560686351557438,1.5541271593070323
Celine Dept,sports,BE,1.0,5.874766908884362,4.544740042169079,4.556711118391621,5.0,24.0,167.0,1.871603932413192,3000000.0,-0.14646088768127785,248.0,1.2602639033380523,4.545750116397865,4.540449599078535,
Celine & Michiel,entertainment,BE,2.0,1.5957985336189189,0.6139086420835719,0.6063047200206906,215.0,715.0,348.0,0.46546354423555075,950000.0,-0.142228225394147,643.0,0.6134397291064583,0.6138977296445788,0.6080719560856757,-0.4461206272194491
Timothy Tancré,,BE,13.0,-0.15207246645295974,-0.20664546561034963,-0.2149597045823931,,8939.0,1137.0,-0.16472293339798896,110000.0,-0.13857584745283252,6624.0,-0.10250573567725049,-0.2066449423996875,-0.21633221037203648,-1.0239312345450295
Joppi,,FI,229.0,-0.36639623331932536,-0.46603703145071446,-0.4746026960389778,,2947.0,2243.0,-0.32698122740550317,7000.0,-0.13540135073748438,136316.0,-0.2782967167274898,-0.46603231642071696,-0.474496015243387,-1.1611176564050265
Anaya Kandhal,entertainment,IN,54.0,5.4556281937633315,13.362450621536627,13.413049102624875,67.0,1.0,162.0,1.9157758817800288,2800000.0,-0.12707256365635597,115.0,2.0479489390988466,13.360737165789947,13.366099807558012,0.1427346496626567
Mayamystic,comedy,FR,11.0,0.638660870730596,0.1749824703643155,0.16703382079660217,92.0,1823.0,402.0,0.37417484887742114,490000.0,-0.14157967230176408,1431.0,0.26589235050383536,0.17497663979509068,0.16711431622152323,0.5043022530394282
Nutshell Animations,film,CA,37.0,0.5948702587030256,1.3100528931171949,1.3345610838809858,135.0,331.0,602.0,0.2284074159668594,470000.0,-0.10829865835053372,1747.0,0.20273876827985673,1.310030686507178,1.3097923652997494,-0.226971131282081
Noel Robinson,entertainment,DE,6.0,0.8701255343048963,0.5730909742935476,0.5654851171102934,167.0,606.0,300.0,0.8188391391702459,600000.0,-0.11775387975001148,748.0,0.5394558548046802,0.5730818712421729,0.5695657705646308,0.5019770594485807
Chapitosiki,entertainment,RU,4.0,1.2830084477077022,3.1155591259708757,3.0650090778172396,101.0,51.0,219.0,1.4225224471836835,800000.0,-0.04368228972522187,140.0,1.7931546508559573,3.1155132380498456,3.114628808751585,-0.5670306939435141
T-Series,music,IN,1.0,3.785329134997435,10.79058774959007,10.771252043179834,1.0,2.0,1.0,19.172284101090977,2000000.0,0.5444188275729809,1.0,23.46517531840733,10.791965429517171,10.794207875639145,2.3772456904670136
Dusty Student,people,FR,524.0,,0.12818605159745225,0.12015082859447491,1204.0,2079.0,1637.0,-0.28855163145635504,,-0.1711741739383966,44116.0,-0.2532605106670744,0.12818232078823238,0.11923200537674604,
Kostamoinen,entertainment,FI,14.0,0.05687131093573296,-0.045006697886819345,-0.053197140263736946,902.0,3532.0,1122.0,-0.1544161452123937,210000.0,-0.1660540179458996,20027.0,-0.2127846439517237,-0.04500895537867984,-0.05340060043942203,
Abel El Jackson,entertainment,BE,15.0,-0.23527462930534337,-0.2588756634480702,-0.26725643722356507,943.0,9592.0,1163.0,-0.18460031061306556,70000.0,-0.1416479410483307,9131.0,-0.14419791353672332,-0.25887384525901863,-0.2645213434122005,
The geeta gurjar,entertainment,IN,82.0,3.1597489631750015,8.376306855421134,8.355316234851738,106.0,5.0,226.0,1.385712489377986,1700000.0,-0.11836829846911111,225.0,1.3455184328775092,8.37798938419243,8.375727041413686,-0.7809485043014756
Success Freedom Inspires,howto,NG,27.0,0.2820801727918089,0.9237429932989479,0.8787241389134208,465.0,277.0,1185.0,-0.19785189542311662,320000.0,-0.14987432500960918,9935.0,-0.15024975599244692,0.9237275805780527,0.9150836592990502,0.16947437595740172
tuzelity SHUFFLE,people,RU,3.0,2.1212858779497625,1.5901791212882992,1.5675684723774705,10.0,204.0,136.0,2.1219116454919345,1200000.0,-0.1357085600970342,372.0,0.9697603139442293,1.5901564994479211,1.589542014034784,0.33456312090756773
BroxEditZシ︎,people,FR,242.0,-0.08951444927071642,0.15124996050378067,0.14332163767358633,816.0,2152.0,1234.0,-0.23245325576047218,140000.0,-0.13734701001463323,11056.0,-0.16310295892127347,0.1512468787394894,0.1476672035433297,
Brawl Stars,games,FI,1.0,1.7021471628287326,-0.05145398412967156,-0.05958535398180972,48.0,3794.0,292.0,0.8777350716593618,1000000.0,-0.16400595554890082,5135.0,-0.06308412324146466,-0.051455986723299305,-0.0628037983098061,0.01484900216604922
Dimitri Vegas & Like Mike,music,BE,4.0,-0.25591877497548365,-0.2524871166920903,-0.2608682235054923,465.0,14169.0,820.0,0.063498804997335,60000.0,-0.14960125002334268,7389.0,-0.11680731142864982,-0.25248538525692005,-0.26415135194129286,1.6349276365889793
EdisonPts,games,RU,11.0,-0.17271661212310005,0.858649098859648,0.8748262457973086,50.0,286.0,295.0,0.8482871054148038,100000.0,-0.037401565041092245,968.0,0.4113159590824245,0.858633900700743,0.848088130518118,0.830991952553489
Jeanfils,games,BE,6.0,-0.17271661212310005,-0.3429255935760862,-0.35138596364632,408.0,14723.0,915.0,-0.005703915677376132,100000.0,-0.07863588796733456,6002.0,-0.08874006319222937,-0.34292372177647806,-0.3506932594048084,0.8769145259727252
Star Music India,music,IN,750.0,-0.339308611879414,-0.2212993359325682,-0.22968507857659476,670.0,6.0,1048.0,-0.10214600512830335,20000.0,-0.13676672566881692,6411.0,-0.09897272469661475,-0.22130032903187566,-0.2262136898999353,0.9239996961873852
Agbaps Shorts,people,NG,4.0,0.5323122415207823,0.3038013028683087,0.29598911805464734,573.0,1606.0,988.0,-0.05355686082478277,440000.0,-0.16229923688473516,8375.0,-0.13162243700450427,0.3037959403351152,0.29200899810839026,
StarPlus,entertainment,IN,23.0,2.3277273346511653,5.279172648728944,5.249561619780565,28.0,10.0,82.0,2.7844908859944875,1300000.0,2.7874226303927734,26.0,3.5993827357612327,5.277891897908835,5.280432540893788,2.3382986978203197
Sandra Okeke,people,NG,14.0,-0.25591877497548365,-0.4045903822016311,-0.4131026046514298,715.0,1792.0,1131.0,-0.16177813677353317,60000.0,-0.15806657459760434,13271.0,-0.18242019081596428,-0.4045867944489934,-0.4129871892505485,-0.2223207441003862
ILYA BORZOV,people,RU,5.0,0.8701255343048963,1.1657098919961706,1.1094577564255066,38.0,371.0,239.0,1.2679206243997543,600000.0,-0.08409738769266467,350.0,0.9992067769811872,1.165689980199121,1.1563812676063434,
Stromae,music,BE,3.0,-0.318476792157727,-0.3437608740998789,-0.3521438873077863,310.0,15096.0,635.0,0.19675085225395963,30000.0,-0.16810208034289842,2941.0,0.04725688356837813,-0.343760455241062,-0.35073838031589466,
Broda 2much talk,people,NG,104.0,0.0481131885302189,-0.2473381237231842,-0.2556710326840094,1174.0,5302.0,1604.0,-0.2843552962665055,206000.0,-0.16431316490845066,80659.0,-0.2692172014703169,-0.24733529078240576,-0.2548203475286469,-0.6449246792369022
Dario HD TV,,BE,466.0,-0.3447511593742692,-0.35030618499924226,-0.3587486506434208,,15442.0,2687.0,-0.3310744947134967,17400.0,-0.13922440054521545,152611.0,-0.2791107760278846,-0.3503037109341086,-0.360150602368496,-1.2674952631862952
SET India,entertainment,IN,2.0,1.7021471628287326,5.898518283981899,5.935699083025091,2.0,15.0,5.0,12.325631949231257,1000000.0,4.532371792635743,3.0,14.987941096292444,5.89707466170097,5.903101113884671,2.2662176965040506
Pavlov_family_,,RU,120.0,0.2026314909703599,0.7585570132292977,0.7607045973422459,,605.0,849.0,0.04435762693837235,280000.0,-0.14803106885231027,2171.0,0.13132321331080113,0.758543843667209,0.751953517357656,-1.0512522592374867
Ed People,,BE,27.0,-0.2771885008174464,-0.3667475932958944,-0.3752064215781168,,16306.0,1246.0,-0.24128764563383956,50000.0,-0.1458123345888949,24114.0,-0.2252280474105163,-0.36674552351318357,-0.3791645543002611,-0.963476201182997
Sony SAB,entertainment,IN,5.0,1.4957057061273296,4.707423694995626,4.674514110345235,7.0,28.0,16.0,6.428676708758531,900000.0,2.728984583331741,4.0,10.33012009513042,4.708913141991738,4.702884878989201,2.081364806031681
Skinycomics,,NG,58.0,-0.0457238372431461,-0.19544994533359805,-0.203807399277961,,5639.0,1269.0,-0.2552754296000046,161000.0,-0.16694151165126575,42405.0,-0.25085654906932736,-0.195449448643554,-0.2066492628529174,-0.9001146758324051
Маша и Медведь,education,RU,2.0,0.4509868191838659,0.5921693839132476,0.5845414834557309,6.0,708.0,58.0,3.2114863965405775,400000.0,-0.11191690191856492,29.0,3.4570495260211076,0.5921593942346873,0.5887421577763066,
