,matchId,playerId,interveningOpponents,interveningTeammates,minute,second,outcome,converted_seconds,distance,angle,angle_degrees,interferenceOnShooter_encoded,bodyPart_head,bodyPart_left foot,bodyPart_other,bodyPart_right foot,playType_free kick,playType_olimpico,playType_open play,playType_penalty
3209,m_11,p_116,3,0,91.0,55,missed chance,1.0,28.568592894995724,0.43233443311027425,24.77093835539971,1.0,False,False,False,True,False,False,True,False
3210,m_27,p_29,2,0,52.0,58,goal,1.0,10.97,0.0,0.0,1.0,False,False,False,True,False,False,True,False
3211,m_140,p_146,1,0,24.0,17,goal,1.0,13.253716459921725,-0.34561237294875696,-19.802130317465156,2.0,False,False,False,True,False,False,True,False
3212,m_228,p_110,1,0,46.0,50,missed chance,1.0,12.629366571606036,-0.1590305553665928,-9.111779636127332,2.0,False,True,False,False,False,False,True,False
3213,m_29,p_60,1,0,14.0,41,missed chance,1.0,6.161590703706309,-0.3720677588581205,-21.317912275461556,2.0,False,True,False,False,False,False,True,False
3214,m_228,p_39,2,0,92.0,9,saved by keeper,1.0,17.11406731317836,-0.9300999319280591,-53.29080062488295,2.0,False,False,False,True,False,False,True,False
3215,m_222,p_153,2,0,41.0,55,saved by keeper,1.0,14.614078828307996,0.9305797278819867,53.31829090807046,1.0,False,False,False,True,False,False,True,False
3216,m_138,p_155,2,0,70.0,14,missed chance,1.0,16.282561223591333,0.8723622272116185,49.98267382585832,2.0,False,True,False,False,False,False,True,False
3217,m_229,p_128,1,0,11.0,0,saved by keeper,0.0,3.031517771678075,-0.16569097671070626,-9.493393668923884,2.0,False,True,False,False,False,False,True,False
3218,m_63,p_69,2,0,82.0,15,missed chance,1.0,9.801555998921804,0.25685635248759087,14.71678493866356,2.0,False,True,False,False,False,False,True,False
3219,m_4,p_147,1,0,51.0,56,saved by keeper,1.0,20.52474116767371,-0.08536659742389288,-4.891145743781428,1.0,False,False,False,True,False,False,True,False
3220,m_139,p_61,4,2,4.0,22,blocked shot,1.0,26.438835072672926,0.4382723461548418,25.111155711969108,2.0,False,False,False,True,False,False,True,False
3221,m_37,p_109,2,0,1.0,13,missed chance,1.0,19.761895152034384,-0.8208290871249246,-47.03004239383432,2.0,False,False,False,True,False,False,True,False
3222,m_78,p_131,2,1,31.0,18,saved by keeper,1.0,26.524752590740597,0.08455012262812187,4.844365183904943,3.0,False,False,False,True,False,False,True,False
3223,m_224,p_1,2,0,66.0,21,blocked shot,1.0,28.229863619932704,0.5585242177167886,32.00108043101791,3.0,False,True,False,False,False,False,True,False
3224,m_130,p_99,3,0,47.0,25,blocked shot,1.0,24.04456695388794,0.09329562174028141,5.345445372767093,1.0,False,False,False,True,False,False,True,False
3225,m_123,p_74,1,0,66.0,15,blocked shot,1.0,17.22533018551459,-1.1851153516256328,-67.90210788431128,1.0,False,False,False,True,False,False,True,False
3226,m_1,p_130,2,0,30.0,29,missed chance,1.0,17.021515796191597,1.015061619383513,58.15874673639004,2.0,True,False,False,False,False,False,True,False
3227,m_22,p_102,2,0,51.0,52,blocked shot,1.0,18.70668329768802,0.026731598819792667,1.5316077920110123,2.0,False,False,False,True,False,False,True,False
3228,m_214,p_3,1,0,63.0,52,goal,1.0,8.939407139178751,0.5262224495774913,30.150325445826024,2.0,False,True,False,False,False,False,True,False
3229,m_129,p_9,2,1,27.0,14,saved by keeper,1.0,9.388716632213372,0.29614967983910473,16.968126758931266,2.0,True,False,False,False,False,False,True,False
3230,m_154,p_7,2,0,69.0,53,missed chance,1.0,18.055608546930785,-0.9522208026788476,-54.55823315805752,2.0,False,False,False,True,False,False,True,False
3231,m_140,p_122,2,1,77.0,41,saved by keeper,1.0,12.87433493427913,-0.37704468605027297,-21.603069198515787,2.0,False,False,False,True,False,False,True,False
3232,m_159,p_152,2,0,58.0,51,missed chance,1.0,20.02091406504708,1.0344885045699999,59.27182526666097,2.0,False,False,False,True,False,False,True,False
3233,m_205,p_23,4,1,38.0,10,missed chance,1.0,25.877812890582543,-0.18420851166243543,-10.554370268643954,2.0,False,False,False,True,False,False,True,False
3234,m_147,p_80,3,0,25.0,47,missed chance,1.0,13.988513144719851,-0.38395784356095186,-21.999163946986855,1.0,False,False,False,True,False,False,True,False
3235,m_68,p_144,1,0,52.0,20,goal,1.0,5.536939587895104,-0.62507833780517,-35.81435062128901,1.0,True,False,False,False,False,False,True,False
3236,m_238,p_30,2,0,58.0,2,missed chance,1.0,8.254120183278168,0.4365539694455245,25.012699978911648,2.0,False,False,False,True,False,False,True,False
3237,m_220,p_39,3,0,11.0,25,missed chance,1.0,19.592345444075857,-0.8301659201335037,-47.565003519244335,2.0,False,True,False,False,False,False,True,False
3238,m_199,p_94,1,0,39.0,48,missed chance,1.0,4.746588248415908,0.052693791319270024,3.0191318491372665,1.0,True,False,False,False,False,False,True,False
3239,m_122,p_90,1,0,37.0,56,blocked shot,1.0,12.620558624720223,0.5171805148123425,29.632260745150383,1.0,False,False,False,True,False,False,True,False
3240,m_48,p_93,5,0,5.0,36,missed chance,1.0,25.43294123769408,0.4900267128758762,28.0764624964567,2.0,False,False,False,True,False,False,True,False
3241,m_233,p_138,1,0,17.0,57,missed chance,1.0,7.496692604075481,0.0667456260632244,3.824242674381146,2.0,True,False,False,False,False,False,True,False
3242,m_56,p_106,2,0,13.0,10,missed chance,1.0,33.75183698704413,0.18594856145521582,10.654067777912884,1.0,False,True,False,False,False,False,True,False
3243,m_56,p_97,2,0,39.0,42,saved by keeper,1.0,19.451606617449364,0.012852762659266223,0.7364090554592951,1.0,False,False,False,True,False,False,True,False
3244,m_207,p_11,1,0,17.0,12,missed chance,1.0,7.583725997159972,0.16558223472541925,9.487163212111064,1.0,True,False,False,False,False,False,True,False
3245,m_231,p_103,2,0,37.0,18,missed chance,1.0,8.724133194764969,0.5406160797844664,30.975019708557706,2.0,True,False,False,False,False,False,True,False
3246,m_86,p_138,1,0,49.0,1,saved by keeper,1.0,22.266344558548443,0.16876649978753844,9.669608161021458,2.0,False,True,False,False,False,False,True,False
3247,m_217,p_5,1,1,14.0,59,,1.0,6.781622224807277,-0.29936623405735197,-17.152421740211835,,False,False,False,True,False,False,True,False
3248,m_179,p_131,2,0,43.0,31,saved by keeper,1.0,9.148928899056983,-0.1924652675369046,-11.027447532720887,3.0,True,False,False,False,False,False,True,False
3249,m_198,p_72,3,0,57.0,58,missed chance,1.0,26.940861159213156,-0.13927238871516498,-7.979720076084387,2.0,False,True,False,False,False,False,True,False
3250,m_22,p_63,4,0,60.0,58,saved by keeper,1.0,15.8714145557351,0.8076761170246024,46.27643271902409,2.0,False,False,False,True,False,False,True,False
3251,m_224,p_73,1,0,91.0,20,missed chance,1.0,13.809000687957113,-0.29312149433429985,-16.794624509923253,1.0,False,False,False,True,False,False,True,False
3252,m_172,p_35,2,1,1.0,30,missed chance,1.0,17.851098005444932,0.12581413748007933,7.208619080687252,2.0,False,False,False,True,False,False,True,False
3253,m_153,p_48,3,0,18.0,57,missed chance,1.0,26.229771253291556,-0.5616706332272028,-32.181356760359144,2.0,False,False,False,True,False,False,True,False
3254,m_150,p_146,2,0,53.0,16,missed chance,1.0,22.476452122165547,-0.5881259994008406,-33.69713758758175,2.0,False,False,False,True,False,False,True,False
3255,m_128,p_137,5,1,62.0,8,saved by keeper,1.0,26.690539522460014,0.028103543377623007,1.6102144249006327,2.0,False,False,False,True,False,False,True,False
3256,m_29,p_126,4,1,82.0,46,missed chance,1.0,29.2763556475187,-0.7974748709325409,-45.691944372174646,1.0,False,False,False,True,True,False,False,False
3257,m_6,p_75,4,0,10.0,16,missed chance,1.0,26.709266182357013,-0.0468173384630822,-2.682435901970106,1.0,False,False,False,True,False,False,True,False
3258,m_120,p_156,3,0,81.0,36,missed chance,1.0,31.174842421414095,-0.4027858168603709,-23.077927353828567,1.0,False,False,False,True,False,False,True,False
3259,m_176,p_142,3,0,2.0,26,blocked shot,1.0,13.722277507760875,0.018219558068254434,1.043903781904506,2.0,False,True,False,False,False,False,True,False
3260,m_114,p_53,3,1,87.0,51,saved by keeper,1.0,21.735972488020867,0.057540099959265296,3.2968048804267815,1.0,False,False,False,True,False,False,True,False
3261,m_8,p_18,2,0,34.0,11,saved by keeper,1.0,6.781622224807277,-0.29936623405735197,-17.152421740211835,2.0,True,False,False,False,False,False,True,False
3262,m_11,p_115,3,0,26.0,43,blocked shot,1.0,29.49787958481084,0.06785353909679329,3.8877214152721793,1.0,False,True,False,False,False,False,True,False
3263,m_128,p_93,4,1,69.0,2,blocked shot,1.0,24.989137640182786,-0.4323239275034323,-24.770336428466443,2.0,False,False,False,True,False,False,True,False
3264,m_118,p_32,1,0,19.0,17,goal,1.0,9.444199277863635,-0.21338588947847062,-12.226110874761405,1.0,False,False,False,True,False,False,True,False
3265,m_53,p_13,3,1,17.0,44,goal,1.0,26.847981302138898,-0.6136247723320282,-35.158109659301225,2.0,False,False,False,True,False,False,True,False
3266,m_192,p_136,1,0,28.0,33,missed chance,1.0,16.091901689980585,0.8623722655029712,49.41029118245552,2.0,False,False,False,True,False,False,True,False
3267,m_197,p_7,4,2,50.0,13,missed chance,1.0,26.709266182357013,-0.0468173384630822,-2.682435901970106,2.0,False,True,False,False,False,False,True,False
3268,m_31,p_10,2,2,23.0,26,missed chance,1.0,19.15939717214506,0.8959738716924897,51.3355214019756,2.0,False,False,False,True,False,False,True,False
3269,m_149,p_146,3,1,29.0,43,missed chance,1.0,28.947277937657628,0.0345524373089452,1.9797088296929237,3.0,False,False,False,True,False,False,True,False
3270,m_103,p_8,3,0,34.0,20,saved by keeper,1.0,24.622219639991844,0.12173548514866725,6.974929515996147,2.0,False,True,False,False,False,False,True,False
3271,m_83,p_95,6,2,30.0,53,missed chance,1.0,27.416090166177963,-0.5452987309111343,-31.24331585504796,1.0,False,True,False,False,True,False,False,False
3272,m_109,p_111,2,0,21.0,57,blocked shot,1.0,14.386149589101317,0.982793723247329,56.309932474020215,2.0,False,False,False,True,False,False,True,False
3273,m_93,p_154,5,1,76.0,40,blocked shot,1.0,24.354946109568793,-0.6108941503340052,-35.001656543368924,2.0,False,False,False,True,False,False,True,False
3274,m_205,p_104,1,0,32.0,56,saved by keeper,1.0,9.066581494697989,-0.13830948615541144,-7.924549823328166,3.0,False,False,False,True,False,False,True,False
3275,m_233,p_11,3,0,21.0,38,saved by keeper,1.0,17.154722381898228,1.002681139756007,57.44939750538625,2.0,False,True,False,False,False,False,True,False
3276,m_189,p_110,1,0,86.0,50,missed chance,1.0,11.110054005269282,-0.8013102512458802,-45.91169547695655,2.0,False,True,False,False,False,False,True,False
3277,m_222,p_18,2,0,19.0,11,saved by keeper,1.0,14.064096131639602,0.6471984753351014,37.08174114400302,2.0,False,True,False,False,False,False,True,False
3278,m_200,p_33,2,0,66.0,10,saved by keeper,1.0,17.314208038486775,-0.7241002578079822,-41.487888716732215,2.0,False,True,False,False,False,False,True,False
3279,m_41,p_66,3,0,66.0,20,missed chance,1.0,9.49739437951273,-1.0482546398601142,-60.06056671899062,3.0,False,False,True,False,False,False,True,False
3280,m_224,p_86,1,0,71.0,41,missed chance,1.0,13.583202862359084,-0.1291946974230191,-7.402310897808687,2.0,False,False,False,True,False,False,True,False
3281,m_76,p_79,2,0,21.0,39,goal,1.0,11.277557359641316,0.6121061756295911,35.071100477469095,1.0,False,False,False,True,False,False,True,False
3282,m_107,p_108,0,0,54.0,55,blocked shot,1.0,9.39443452263094,-0.18737501842832768,-10.7357977421292,2.0,False,False,False,True,False,False,True,False
3283,m_198,p_40,7,1,24.0,36,blocked shot,1.0,23.027018912573116,-0.08696406381417014,-4.982673825858313,1.0,False,True,False,False,True,False,False,False
3284,m_172,p_76,1,0,42.0,2,goal,1.0,10.97,0.0,0.0,1.0,False,False,False,True,False,False,False,True
3285,m_124,p_83,2,0,14.0,17,saved by keeper,1.0,21.04524886999439,0.5483241518630548,31.416659706843458,2.0,False,False,False,True,False,False,True,False
3286,m_146,p_115,1,0,32.0,48,goal,1.0,18.89967195482504,0.14548877815939987,8.335892955048722,2.0,False,False,False,True,False,False,True,False
3287,m_64,p_69,3,0,28.0,53,saved by keeper,1.0,15.528876327667756,-0.4135166358364486,-23.692757991876714,1.0,False,True,False,False,False,False,True,False
3288,m_76,p_85,1,0,48.0,35,saved by keeper,1.0,10.039945218974056,-0.4636476090008061,-26.56505117707799,2.0,False,False,False,True,False,False,True,False
3289,m_236,p_23,1,0,74.0,42,blocked shot,1.0,18.109237974028616,1.1751131845639113,67.32902592568988,2.0,False,True,False,False,False,False,True,False
3290,m_117,p_107,3,0,86.0,13,saved by keeper,1.0,34.4012572444671,-0.5155405773195448,-29.538299248147812,1.0,False,False,False,True,False,False,True,False
3291,m_86,p_70,1,0,15.0,36,goal,1.0,9.362585113097772,-0.8413156045214633,-48.203833377577325,2.0,False,True,False,False,False,False,True,False
3292,m_207,p_91,2,0,92.0,21,blocked shot,1.0,25.428025876972832,0.4460592733568936,25.55731377602229,2.0,False,True,False,False,False,False,True,False
3293,m_99,p_18,3,0,27.0,7,saved by keeper,1.0,14.41436089460785,-0.6505774441242528,-37.27534179472782,2.0,False,False,False,True,False,False,True,False
3294,m_136,p_18,5,1,52.0,27,saved by keeper,1.0,25.397519563925922,-0.34042833230759184,-19.5051066679021,1.0,False,False,False,True,True,False,False,False
3295,m_239,p_23,2,0,87.0,7,saved by keeper,1.0,13.901654577783178,-0.16183743123842292,-9.2726017772003,2.0,False,False,False,True,False,False,True,False
3296,m_80,p_108,1,0,57.0,52,saved by keeper,1.0,12.74093010733518,-0.5335546195537313,-30.57042784013711,2.0,False,False,False,True,False,False,True,False
3297,m_210,p_30,3,1,55.0,36,blocked shot,1.0,15.528876327667756,0.4135166358364486,23.692757991876714,1.0,False,True,False,False,False,False,True,False
3298,m_112,p_66,2,0,59.0,40,missed chance,1.0,22.894123700198705,-0.576008994023169,-33.00288431910384,3.0,False,False,False,True,False,False,True,False
3299,m_157,p_59,4,2,20.0,40,missed chance,1.0,26.434729051004098,0.018915639992613115,1.0837863383656032,2.0,False,False,False,True,False,False,True,False
3300,m_194,p_36,3,0,56.0,36,blocked shot,1.0,17.476100823696342,0.04292893585351708,2.459646843394369,3.0,False,True,False,False,False,False,True,False
3301,m_85,p_119,2,1,49.0,16,blocked shot,1.0,7.830415059241751,0.1603198255922783,9.185649378710991,1.0,True,False,False,False,False,False,True,False
3302,m_114,p_32,3,0,82.0,45,missed chance,1.0,27.704810051685975,0.35885516184233685,20.560886230050006,1.0,False,True,False,False,False,False,True,False
3303,m_1,p_58,1,0,71.0,7,missed chance,1.0,18.002688688082124,-0.824686112796998,-47.25103368631773,2.0,False,False,False,True,False,False,True,False
3304,m_39,p_104,6,2,71.0,0,missed chance,0.0,23.22305750757208,-0.420497847872599,-24.092751977434062,1.0,False,False,False,True,False,False,True,False
3305,m_188,p_73,4,1,16.0,31,missed chance,1.0,18.617266179544192,-0.13414880492404052,-7.686160348871318,3.0,False,False,False,True,False,False,True,False
3306,m_64,p_142,2,0,11.0,48,saved by keeper,1.0,16.75229238044752,0.7959507476177226,45.60461853877807,2.0,False,False,False,True,False,False,True,False
3307,m_227,p_30,4,1,33.0,12,missed chance,1.0,28.363139812087095,-0.5659991130049015,-32.429360383329,2.0,False,True,False,False,False,False,True,False
3308,m_158,p_101,5,0,16.0,32,missed chance,1.0,22.445569718766333,0.022277953627154037,1.2764327190240903,2.0,False,True,False,False,False,False,True,False
3309,m_92,p_59,2,0,63.0,48,saved by keeper,1.0,26.084309459903288,0.10523813789580783,6.029701145245559,1.0,False,False,False,True,False,False,True,False
3310,m_57,p_65,3,0,64.0,18,blocked shot,1.0,25.007928742700784,0.2932952389193218,16.804579341358263,1.0,False,True,False,False,False,False,True,False
3311,m_219,p_54,4,0,18.0,31,blocked shot,1.0,13.241257493153737,-0.05667147609564491,-3.247036399056986,2.0,False,False,False,True,False,False,True,False
3312,m_31,p_122,4,1,13.0,53,missed chance,1.0,25.991767927557373,-0.48945943103392864,-28.043959641118697,2.0,False,True,False,False,False,False,True,False
3313,m_79,p_87,1,0,19.0,13,missed chance,1.0,13.938195722546014,-0.7727149267418473,-44.27330406906844,1.0,False,False,False,True,False,False,True,False
3314,m_203,p_96,2,0,62.0,4,hit the post,1.0,19.413835272815106,-0.3540079402612654,-20.28316089108988,2.0,False,False,False,True,False,False,True,False
3315,m_21,p_69,1,0,4.0,21,missed chance,1.0,12.180857933659683,-0.8289499211619288,-47.495331910280846,1.0,False,False,False,True,False,False,True,False
3316,m_194,p_109,2,0,80.0,16,saved by keeper,1.0,22.777974009994832,0.08791733674152559,5.037292341319862,1.0,False,False,False,True,False,False,True,False
3317,m_178,p_47,2,0,34.0,10,blocked shot,1.0,15.118339855949793,0.23294651477932343,13.346852149137089,2.0,False,False,False,True,False,False,True,False
3318,m_124,p_106,5,2,23.0,34,blocked shot,1.0,23.739344978326596,-0.2984369909872929,-17.099180034155673,1.0,False,True,False,False,True,False,False,False
3319,m_84,p_92,2,0,38.0,44,goal,1.0,12.323688571203023,-0.6269468672138842,-35.921409470304404,2.0,False,False,False,True,False,False,True,False
3320,m_26,p_92,4,1,24.0,8,goal,1.0,9.933423377667943,-0.20272621024613202,-11.61535624378515,2.0,False,False,False,True,False,False,True,False
3321,m_84,p_77,2,0,19.0,3,missed chance,1.0,17.411398565307728,0.6632595665915274,38.001973887370696,1.0,False,False,False,True,False,False,True,False
3322,m_1,p_73,4,0,20.0,34,blocked shot,1.0,19.507754868256878,-0.07696847078366026,-4.409968531479716,2.0,False,True,False,False,False,False,True,False
3323,m_102,p_120,2,0,50.0,44,missed chance,1.0,26.976081998689136,0.31002776199773896,17.763282294356813,2.0,False,False,False,True,False,False,True,False
3324,m_52,p_3,2,0,36.0,35,missed chance,1.0,18.26935412104106,-0.6787587014219029,-38.89000889925542,2.0,False,False,False,True,False,False,True,False
3325,m_197,p_158,1,1,88.0,25,blocked shot,1.0,15.300277775256239,-0.42008244675858614,-24.068951246796097,1.0,False,True,False,False,False,False,True,False
3326,m_135,p_121,2,0,89.0,53,blocked shot,1.0,11.307554996549873,-0.7228233228207631,-41.41472573125197,3.0,False,False,False,True,False,False,True,False
3327,m_70,p_139,3,1,18.0,36,saved by keeper,1.0,26.212678230199984,0.4423197854076176,25.34305689898875,1.0,False,False,False,True,False,False,True,False
3328,m_139,p_137,3,0,10.0,21,saved by keeper,1.0,13.527874925501049,0.09253379746882313,5.301796057281906,1.0,False,True,False,False,False,False,True,False
3329,m_64,p_38,2,0,86.0,6,blocked shot,1.0,28.311485301905304,1.0244403806327107,58.69611017302992,3.0,False,True,False,False,False,False,True,False
3330,m_36,p_35,2,0,17.0,35,saved by keeper,1.0,21.521807544906633,-0.8182594395182392,-46.882812431135356,2.0,False,True,False,False,False,False,True,False
3331,m_189,p_4,2,0,28.0,45,blocked shot,1.0,11.853311773508702,-0.3884961804598666,-22.25919149730316,1.0,False,False,False,True,False,False,True,False
3332,m_204,p_87,2,0,42.0,4,missed chance,1.0,22.21165459843098,-0.21505532745922792,-12.32176262521764,3.0,False,False,False,True,False,False,True,False
3333,m_164,p_124,3,0,50.0,32,saved by keeper,1.0,17.03589445846622,0.31265483345717004,17.91380240146149,1.0,False,False,False,True,False,False,True,False
3334,m_9,p_137,2,0,29.0,4,saved by keeper,1.0,11.264475132024574,-0.08889168457479821,-5.093118359944099,3.0,False,True,False,False,False,False,True,False
3335,m_15,p_88,5,0,37.0,44,blocked shot,1.0,15.37999349804804,-0.296252174049208,-16.97399924459471,2.0,True,False,False,False,False,False,True,False
3336,m_79,p_84,3,0,82.0,11,saved by keeper,1.0,12.062379533077213,-0.5196602530187014,-29.77433927867209,2.0,True,False,False,False,False,False,True,False
3337,m_33,p_44,2,0,50.0,53,saved by keeper,1.0,17.35516349678101,0.12942927918233837,7.415751442568435,2.0,False,False,False,True,False,False,True,False
3338,m_156,p_115,2,0,67.0,31,missed chance,1.0,25.95137183271821,-0.2428291337272067,-13.913084505386816,1.0,False,True,False,False,True,False,False,False
3339,m_128,p_1,1,0,6.0,56,missed chance,1.0,15.971890933762353,-0.674936502991569,-38.67101306073577,2.0,False,False,False,True,False,False,True,False
3340,m_203,p_65,2,0,10.0,24,missed chance,1.0,19.72619831594522,0.36167798378326255,20.722622013581976,3.0,False,False,False,True,False,False,True,False
3341,m_134,p_139,2,0,90.0,3,blocked shot,1.0,14.73300037331161,0.9780874326932432,56.04028188810881,2.0,False,False,False,True,False,False,True,False
3342,m_77,p_51,2,0,26.0,35,missed chance,1.0,28.397274517108155,-0.5342594139189617,-30.610809582689413,2.0,False,False,False,True,False,False,True,False
3343,m_26,p_12,2,0,75.0,27,missed chance,1.0,14.084069014315432,0.4004167089423185,22.94218746891314,1.0,False,True,False,False,False,False,True,False
3344,m_128,p_87,1,0,61.0,0,,0.0,7.546548880117322,0.1329017949793729,7.614711942031021,,False,False,False,True,False,False,True,False
3345,m_111,p_99,3,1,42.0,9,saved by keeper,1.0,24.699315779996823,0.20343010625812422,11.655686514488394,1.0,False,False,False,True,False,False,True,False
3346,m_50,p_113,1,0,47.0,28,saved by keeper,1.0,12.232060333402545,-0.6840614077655421,-39.1938315927432,1.0,True,False,False,False,False,False,True,False
3347,m_188,p_64,1,0,54.0,57,saved by keeper,1.0,9.281594690569074,-0.5359849395394011,-30.709674918182284,2.0,False,True,False,False,False,False,True,False
3348,m_108,p_130,1,0,86.0,7,saved by keeper,1.0,10.756546843666884,0.801833238367022,45.941660431737674,3.0,False,True,False,False,False,False,True,False
3349,m_29,p_4,1,0,40.0,50,blocked shot,1.0,16.023395395483444,-1.2044290166838696,-69.00869937907754,1.0,False,False,False,True,False,False,True,False
3350,m_94,p_54,1,0,65.0,14,blocked shot,1.0,11.68720668081129,0.8762771566420141,50.20698275931154,2.0,False,True,False,False,False,False,True,False
3351,m_161,p_7,3,1,71.0,28,missed chance,1.0,18.956595158413865,0.026379103875070066,1.51141131937871,2.0,False,False,False,True,False,False,True,False
3352,m_101,p_14,2,0,17.0,44,missed chance,1.0,11.849932489259169,0.14822230739991238,8.49251264370569,3.0,True,False,False,False,False,False,True,False
3353,m_119,p_102,1,0,42.0,57,missed chance,1.0,9.035507733381673,0.11090166018149358,6.354197069393638,3.0,True,False,False,False,False,False,True,False
3354,m_205,p_133,2,0,83.0,55,saved by keeper,1.0,9.714834018139477,0.509697978641187,29.203543002489194,2.0,True,False,False,False,False,False,True,False
3355,m_48,p_18,1,0,24.0,17,goal,1.0,6.815071533006826,-0.4137547526679424,-23.70640108135234,1.0,False,False,False,True,False,False,True,False
3356,m_72,p_142,2,0,38.0,53,missed chance,1.0,16.508240366556336,1.134242357349372,64.98730002108834,2.0,False,True,False,False,False,False,True,False
3357,m_200,p_160,3,0,46.0,17,saved by keeper,1.0,27.58671056867781,0.6506785393727335,37.281134125794594,2.0,False,False,False,True,False,False,True,False
3358,m_74,p_46,2,0,61.0,31,saved by keeper,1.0,14.130410468206506,-1.2098720940456158,-69.32056473946881,2.0,False,False,False,True,False,False,True,False
3359,m_9,p_75,1,0,34.0,22,saved by keeper,1.0,28.710891661528034,0.2998305228198392,17.179023526777705,1.0,False,False,False,True,False,False,True,False
3360,m_151,p_91,5,2,42.0,49,blocked shot,1.0,19.246539948780406,-0.8313386007396554,-47.63219316869367,2.0,False,True,False,False,False,False,True,False
3361,m_149,p_155,2,0,66.0,31,saved by keeper,1.0,12.779514857771403,0.29700313244861937,17.01702599147088,1.0,False,True,False,False,False,False,True,False
3362,m_176,p_92,1,0,21.0,44,saved by keeper,1.0,12.039343835940562,0.697184299181931,39.94571788591074,1.0,False,False,False,True,False,False,True,False
3363,m_74,p_82,3,0,35.0,16,missed chance,1.0,18.608129943656348,0.6139398302280059,35.17616114704302,2.0,False,True,False,False,False,False,True,False
3364,m_63,p_6,2,0,63.0,13,blocked shot,1.0,20.206187171260193,-0.02474742194802284,-1.4179228314511307,2.0,False,False,False,True,False,False,True,False
3365,m_9,p_151,2,0,39.0,5,saved by keeper,1.0,14.039633186091438,0.9877324424772328,56.5929002420938,2.0,False,False,False,True,False,False,True,False
3366,m_226,p_68,2,0,43.0,6,blocked shot,1.0,10.415051608129458,-0.8363397762970509,-47.91873942073642,3.0,False,False,False,True,False,False,True,False
3367,m_75,p_95,3,1,22.0,38,missed chance,1.0,24.782471628148794,0.5040806809062743,28.8816955500103,1.0,False,False,False,True,False,False,True,False
3368,m_88,p_72,5,1,77.0,52,blocked shot,1.0,25.53710437774808,0.21667268620831626,12.41443045549896,1.0,False,False,False,True,True,False,False,False
3369,m_7,p_126,5,2,44.0,49,saved by keeper,1.0,30.7825567489122,0.4710570331914131,26.989579911821906,2.0,False,True,False,False,False,False,True,False
3370,m_126,p_65,4,0,51.0,15,saved by keeper,1.0,7.583725997159972,-0.16558223472541925,-9.487163212111064,3.0,True,False,False,False,False,False,True,False
3371,m_146,p_61,1,0,26.0,42,missed chance,1.0,16.087314878499768,-1.2390205529362686,-70.99064841321379,2.0,False,False,False,True,False,False,True,False
3372,m_99,p_55,2,0,20.0,41,missed chance,1.0,19.552301654792462,-0.6588451730183356,-37.74904776651713,2.0,False,True,False,False,False,False,True,False
3373,m_178,p_125,2,1,60.0,3,blocked shot,1.0,10.74804633410184,0.3803336058632201,21.791510422954616,3.0,False,True,False,False,False,False,True,False
3374,m_237,p_93,6,2,84.0,32,saved by keeper,1.0,25.598113211719337,-0.5772759589532417,-33.0754760623881,1.0,False,True,False,False,True,False,False,False
3375,m_171,p_11,4,2,15.0,34,saved by keeper,1.0,28.374636561549117,-0.22172704031640125,-12.70402361405684,2.0,False,False,False,True,False,False,True,False
3376,m_71,p_94,5,1,47.0,4,blocked shot,1.0,27.75216027627399,0.07212898852735884,4.132686623165196,1.0,False,False,False,True,False,False,True,False
3377,m_165,p_78,1,0,27.0,52,missed chance,1.0,9.871210665364204,0.7853981633974483,45.0,2.0,True,False,False,False,False,False,True,False
3378,m_108,p_144,6,1,91.0,52,missed chance,1.0,23.487945844624218,-0.06390603469220116,-3.661546073279747,1.0,False,False,False,True,False,False,True,False
3379,m_155,p_85,2,0,36.0,1,saved by keeper,1.0,16.05301529308435,0.8184403420549508,46.893177382992135,1.0,False,True,False,False,False,False,True,False
3380,m_46,p_30,8,2,30.0,47,missed chance,1.0,22.935152059665967,0.20816989919774756,11.927256645694717,1.0,False,True,False,False,True,False,False,False
3381,m_172,p_59,4,0,33.0,17,blocked shot,1.0,13.43134393871291,-0.3806446323306185,-21.809330926853406,2.0,False,False,False,True,False,False,True,False
3382,m_29,p_102,1,0,12.0,45,goal,1.0,15.4660531487513,0.6597955796147892,37.80350205331531,2.0,False,False,False,True,False,False,True,False
3383,m_152,p_108,7,2,86.0,33,blocked shot,1.0,25.72681480479074,-0.2848669200286206,-16.3216722405307,1.0,False,False,False,True,True,False,False,False
3384,m_2,p_59,0,0,12.0,0,goal,0.0,7.796165724251891,0.8762222811764508,50.20383862673595,2.0,False,True,False,False,False,False,True,False
3385,m_99,p_57,3,0,48.0,18,missed chance,1.0,23.72295512789248,0.0527159931947032,3.020403922896863,2.0,False,False,False,True,False,False,True,False
3386,m_228,p_133,4,1,19.0,24,missed chance,1.0,7.874192022042643,0.19166710445355692,10.981716156681916,3.0,True,False,False,False,False,False,True,False
3387,m_167,p_6,5,1,70.0,7,blocked shot,1.0,21.722239755605315,0.7284009503303271,41.734300247246054,2.0,False,False,False,True,False,False,True,False
3388,m_138,p_92,1,0,16.0,51,missed chance,1.0,11.0823282752317,-0.5444430006882619,-31.194286124875582,1.0,True,False,False,False,False,False,True,False
3389,m_196,p_130,2,0,43.0,2,missed chance,1.0,18.879221382249852,0.9829406308413949,56.31834965913861,2.0,False,True,False,False,False,False,True,False
