,matchId,playerId,interveningOpponents,interveningTeammates,minute,second,outcome,converted_seconds,distance,angle,angle_degrees,interferenceOnShooter_encoded,bodyPart_head,bodyPart_left foot,bodyPart_other,bodyPart_right foot,playType_free kick,playType_olimpico,playType_open play,playType_penalty
2168,m_92,p_128,2,0,89.0,25,missed chance,1.0,18.249909588817147,0.1784812207087725,10.226220668955612,2.0,False,True,False,False,False,False,True,False
2169,m_69,p_123,3,0,83.0,12,blocked shot,1.0,24.884647877757885,-0.7498714627609185,-42.964469993502114,2.0,False,True,False,False,False,False,True,False
2170,m_235,p_62,4,0,28.0,46,blocked shot,1.0,27.317759791022397,0.10046999274361806,5.756506551919322,1.0,False,True,False,False,False,False,True,False
2171,m_49,p_157,1,0,49.0,13,goal,1.0,11.854661530385421,1.0410824360338442,59.64962970993777,1.0,False,False,False,True,False,False,True,False
2172,m_12,p_71,1,0,67.0,33,missed chance,1.0,6.93254642970388,0.5275552915837894,30.226691667544653,2.0,True,False,False,False,False,False,True,False
2173,m_79,p_141,7,2,45.0,31,saved by keeper,1.0,28.368239282690777,0.514904960890426,29.501881109370128,1.0,False,True,False,False,True,False,False,False
2174,m_231,p_4,2,0,59.0,3,missed chance,1.0,17.50468794351959,-0.07147027157289497,-4.094944921780706,1.0,True,False,False,False,False,False,True,False
2175,m_12,p_64,5,1,71.0,32,saved by keeper,1.0,28.807339342605037,0.2806837857105104,16.08199629896665,1.0,False,False,False,True,True,False,False,False
2176,m_46,p_142,3,0,43.0,10,missed chance,1.0,20.853846168033368,0.458500753311628,26.270158068325188,2.0,False,False,False,True,False,False,True,False
2177,m_233,p_99,2,0,23.0,1,blocked shot,1.0,18.6907089218146,-0.16066282484090053,-9.205301788033202,1.0,False,True,False,False,False,False,True,False
2178,m_16,p_69,6,2,2.0,15,missed chance,1.0,28.786012228163873,0.4869534117971292,27.900375315471496,1.0,False,True,False,False,False,False,True,False
2179,m_135,p_110,2,0,24.0,10,blocked shot,1.0,14.453321417584265,-0.37099876176488883,-21.256663253707625,2.0,False,True,False,False,False,False,True,False
2180,m_80,p_158,3,0,13.0,27,missed chance,1.0,24.72724206214676,-0.38253401026033157,-21.91758430813113,1.0,False,False,False,True,False,False,True,False
2181,m_79,p_107,1,0,2.0,24,blocked shot,1.0,18.51599308705855,1.095072010258998,62.74300445074737,2.0,False,False,False,True,False,False,True,False
2182,m_112,p_94,0,0,42.0,46,missed chance,1.0,8.151564267059422,1.1620385803882443,66.57990628762003,1.0,False,True,False,False,False,False,True,False
2183,m_184,p_80,2,0,45.0,29,blocked shot,1.0,12.93989953593149,0.4812745422332315,27.575000057054858,2.0,False,True,False,False,False,False,True,False
2184,m_237,p_101,1,0,40.0,6,goal,1.0,10.97,0.0,0.0,1.0,False,False,False,True,False,False,False,True
2185,m_88,p_54,1,0,53.0,58,goal,1.0,5.512721650872644,0.09082411777900253,5.203838626735949,2.0,False,True,False,False,False,False,True,False
2186,m_226,p_89,3,1,8.0,17,saved by keeper,1.0,30.44952052167653,0.44910691824640553,25.73193096564594,1.0,False,False,False,True,False,False,True,False
2187,m_236,p_32,2,0,50.0,53,missed chance,1.0,8.656673726091334,-0.7249155580541999,-41.53460197987647,3.0,False,False,False,True,False,False,True,False
2188,m_13,p_47,1,0,76.0,22,hit the post,1.0,8.148324981246146,-0.6985094713922699,-40.02164466069118,1.0,False,False,False,True,False,False,True,False
2189,m_95,p_9,3,0,63.0,40,saved by keeper,1.0,9.428573593073345,0.6545316329751939,37.501900127284436,1.0,True,False,False,False,False,False,True,False
2190,m_191,p_151,6,3,53.0,25,blocked shot,1.0,25.653791142831114,0.4418550699844862,25.31643066656868,1.0,False,False,False,True,False,False,True,False
2191,m_201,p_134,2,0,39.0,58,blocked shot,1.0,28.95699224712401,-0.04318088459766061,-2.474082443087415,1.0,False,True,False,False,False,False,True,False
2192,m_167,p_6,1,0,30.0,33,goal,1.0,22.18783675800775,0.14654996257748662,8.39669434349014,1.0,False,False,False,True,False,False,True,False
2193,m_154,p_9,3,1,84.0,51,missed chance,1.0,32.20425437733344,-0.5364787389042974,-30.737967537717086,2.0,False,True,False,False,False,False,True,False
2194,m_65,p_85,3,1,3.0,20,missed chance,1.0,15.513922779232853,0.7853981633974483,45.0,1.0,True,False,False,False,False,False,True,False
2195,m_164,p_28,1,0,14.0,37,saved by keeper,1.0,11.370180297603024,0.26609777577973337,15.246279489997221,1.0,True,False,False,False,False,False,True,False
2196,m_47,p_3,3,0,68.0,49,blocked shot,1.0,27.920517545346467,0.29920990681923776,17.143464849244953,2.0,False,False,False,True,False,False,True,False
2197,m_134,p_63,2,0,41.0,18,missed chance,1.0,13.961679698374406,-0.32741300803301493,-18.759383517974676,1.0,False,False,False,True,False,False,True,False
2198,m_201,p_41,2,0,84.0,55,missed chance,1.0,8.12528153358393,0.7418716650726677,42.50611534900682,1.0,True,False,False,False,False,False,True,False
2199,m_203,p_13,2,0,86.0,9,missed chance,1.0,28.18501907042108,0.23198455802499598,13.291736087040022,2.0,False,True,False,False,False,False,True,False
2200,m_161,p_41,4,2,80.0,29,saved by keeper,1.0,18.956595158413865,0.026379103875070066,1.51141131937871,3.0,False,False,False,True,False,False,True,False
2201,m_42,p_160,2,0,23.0,48,missed chance,1.0,26.219813119089924,0.04769194878849028,2.7325473823345527,2.0,False,True,False,False,False,False,True,False
2202,m_49,p_97,2,0,11.0,25,missed chance,1.0,20.62668417366204,-0.25685486861432555,-14.716699918988125,2.0,False,False,False,True,False,False,True,False
2203,m_159,p_133,3,0,70.0,38,missed chance,1.0,17.154722381898228,-0.5681151870388896,-32.55060249461374,2.0,False,False,False,True,False,False,True,False
2204,m_7,p_17,2,0,25.0,38,saved by keeper,1.0,7.883558841031125,1.2494468955215463,71.58803383910772,1.0,True,False,False,False,False,False,True,False
2205,m_137,p_127,3,0,42.0,13,blocked shot,1.0,27.623976904131673,0.6959433741069576,39.87461811642281,1.0,False,False,False,True,False,False,True,False
2206,m_193,p_37,1,0,85.0,4,goal,1.0,10.97,0.0,0.0,1.0,False,False,False,True,False,False,False,True
2207,m_203,p_91,3,0,34.0,22,saved by keeper,1.0,13.526215287359582,-0.39780521430294424,-22.792559847855955,2.0,False,False,False,True,False,False,True,False
2208,m_120,p_35,2,0,71.0,14,missed chance,1.0,15.53041531962362,-0.5209830261649623,-29.850128597206076,2.0,False,False,False,True,False,False,True,False
2209,m_59,p_109,1,0,60.0,2,hit the post,1.0,13.277650394554001,-0.48924848355834355,-28.031873241068734,2.0,False,False,False,True,False,False,True,False
2210,m_202,p_16,1,0,7.0,39,goal,1.0,11.849932489259169,0.14822230739991238,8.49251264370569,3.0,False,False,False,True,False,False,True,False
2211,m_67,p_86,1,0,44.0,59,saved by keeper,1.0,6.651345728497355,-0.2274749804728277,-13.033356325913841,1.0,False,False,False,True,False,False,True,False
2212,m_107,p_92,1,0,47.0,16,goal,1.0,8.598139333600033,-0.5156839238100223,-29.54651239706018,1.0,True,False,False,False,False,False,True,False
2213,m_123,p_113,5,2,79.0,7,hit the post,1.0,26.914800760919633,0.3599447869688262,20.623317151049253,1.0,False,False,False,True,True,False,False,False
2214,m_2,p_129,2,1,17.0,51,missed chance,1.0,19.90678527537784,-0.2146369293649413,-12.297790180258701,1.0,False,True,False,False,False,False,True,False
2215,m_194,p_68,2,0,46.0,4,missed chance,1.0,27.870911359336638,0.5880026035475675,33.690067525979785,1.0,False,True,False,False,False,False,True,False
2216,m_168,p_90,4,1,41.0,51,saved by keeper,1.0,28.017455273454082,0.27952532883308173,16.015621609142084,1.0,False,True,False,False,False,False,True,False
2217,m_14,p_138,1,0,22.0,57,goal,1.0,13.0300959321104,-0.09607951173645396,-5.504950520176472,2.0,False,False,False,True,False,False,True,False
2218,m_229,p_90,1,0,47.0,30,goal,1.0,6.4992614965086615,-0.07700790731448706,-4.4122280782547305,3.0,False,False,False,True,False,False,True,False
2219,m_88,p_45,1,0,75.0,27,saved by keeper,1.0,7.268796324014039,-0.10336473422294937,-5.922363021466461,2.0,True,False,False,False,False,False,True,False
2220,m_159,p_155,6,0,68.0,2,blocked shot,1.0,23.952106379189285,-0.5475796242202949,-31.37400141518249,1.0,False,False,False,True,False,False,True,False
2221,m_105,p_20,3,1,36.0,30,missed chance,1.0,24.5591937978428,0.4184723864618542,23.976701587031773,2.0,False,False,False,True,False,False,True,False
2222,m_24,p_26,1,0,47.0,46,missed chance,1.0,5.69870160650652,-1.166826199235019,-66.85421664145751,2.0,True,False,False,False,False,False,True,False
2223,m_20,p_5,2,0,45.0,15,missed chance,1.0,11.899193249964469,0.5758819850054774,32.99560723843001,1.0,False,False,False,True,False,False,True,False
2224,m_160,p_23,4,1,51.0,10,saved by keeper,1.0,15.28173092290268,0.45603874208753503,26.129095216070823,2.0,False,False,False,True,False,False,True,False
2225,m_88,p_97,2,0,38.0,1,missed chance,1.0,11.686680452549389,-0.19286462928506098,-11.050329275389213,2.0,True,False,False,False,False,False,True,False
2226,m_54,p_17,1,0,79.0,40,blocked shot,1.0,9.371792784734414,0.43978579044869137,25.197869682534847,1.0,True,False,False,False,False,False,True,False
2227,m_67,p_58,2,0,16.0,53,missed chance,1.0,25.598566366107303,-0.6121661016468675,-35.07453398534206,1.0,False,False,False,True,False,False,True,False
2228,m_88,p_25,1,0,26.0,20,saved by keeper,1.0,21.658312491974073,0.8995886839722059,51.5426348893354,2.0,False,True,False,False,False,False,True,False
2229,m_178,p_111,3,2,45.0,22,missed chance,1.0,11.157979207723951,-0.4636476090008061,-26.56505117707799,2.0,True,False,False,False,False,False,True,False
2230,m_31,p_119,1,0,45.0,36,missed chance,1.0,9.75656189443802,-1.0038312787592933,-57.51529561612795,1.0,True,False,False,False,False,False,True,False
2231,m_160,p_141,4,0,8.0,50,saved by keeper,1.0,8.99390905001824,0.05562185543628403,3.186897565185869,3.0,True,False,False,False,False,False,True,False
2232,m_39,p_15,1,0,80.0,43,saved by keeper,1.0,11.072077492503384,0.13589380573614873,7.78614153065202,1.0,True,False,False,False,False,False,True,False
2233,m_153,p_148,3,0,28.0,7,goal,1.0,7.1972355804155805,-0.9831790796829746,-56.33201177139091,2.0,True,False,False,False,False,False,True,False
2234,m_116,p_110,3,0,76.0,5,missed chance,1.0,7.569048817387824,-0.3004416197687674,-17.214036802824612,2.0,False,False,False,True,False,False,True,False
2235,m_229,p_42,3,1,57.0,11,missed chance,1.0,21.747997608975407,0.46385324337997635,26.576833159127236,2.0,False,True,False,False,False,False,True,False
2236,m_97,p_115,2,0,65.0,53,goal,1.0,20.051872730495774,-0.18761496406435646,-10.74954561438623,2.0,False,False,False,True,False,False,True,False
2237,m_149,p_49,2,0,87.0,7,missed chance,1.0,16.440246348519235,-1.1814796049617557,-67.69379494509236,2.0,False,False,False,True,False,False,True,False
2238,m_87,p_72,2,0,41.0,46,missed chance,1.0,18.495991457610483,0.17608157513041328,10.0887311049884,1.0,False,False,False,True,False,False,True,False
2239,m_52,p_133,2,0,38.0,18,saved by keeper,1.0,10.981388801057907,-0.04554732837892947,-2.6096696842091003,1.0,False,True,False,False,False,False,True,False
2240,m_66,p_13,4,1,8.0,37,missed chance,1.0,29.937685281263814,0.18442458922394814,10.566750600966111,1.0,False,False,False,True,False,False,True,False
2241,m_237,p_153,3,0,89.0,31,missed chance,1.0,11.373688935433394,0.6607347172873661,37.857310678335715,2.0,False,True,False,False,False,False,True,False
2242,m_71,p_32,5,1,49.0,4,blocked shot,1.0,24.037853481540317,0.5332849181321592,30.55497508695235,1.0,False,True,False,False,False,False,True,False
2243,m_173,p_98,2,0,56.0,36,saved by keeper,1.0,27.327531904656155,0.3738470572331833,21.41985856284714,2.0,False,False,False,True,False,False,True,False
2244,m_118,p_121,1,0,74.0,45,goal,1.0,11.07386563039303,-0.39291560092080513,-22.512405637608698,2.0,False,True,False,False,False,False,True,False
2245,m_64,p_75,5,1,90.0,49,saved by keeper,1.0,26.73712774401918,-0.24479724077762094,-14.025848733005494,2.0,False,False,False,True,False,False,True,False
2246,m_124,p_21,1,0,27.0,14,saved by keeper,1.0,8.770860847146078,0.25825221981103874,14.796762245057346,2.0,False,False,False,True,False,False,True,False
2247,m_46,p_73,1,0,42.0,16,missed chance,1.0,6.480748413570766,-0.2734247506109965,-15.666084224427179,2.0,False,False,False,True,False,False,True,False
2248,m_148,p_144,2,0,49.0,15,missed chance,1.0,15.22847989787556,0.04926975834924396,2.8229492110411285,2.0,False,True,False,False,False,False,True,False
2249,m_105,p_96,1,0,13.0,15,saved by keeper,1.0,9.940347076435511,-0.3055254431655035,-17.505318427247452,1.0,False,True,False,False,False,False,True,False
2250,m_100,p_10,4,0,84.0,26,missed chance,1.0,33.33349366628107,-0.2649890913421847,-15.182756550913846,1.0,False,False,False,True,False,False,True,False
2251,m_51,p_44,8,3,71.0,34,blocked shot,1.0,26.232920157694988,0.057211266828946006,3.2779641298954107,1.0,False,False,False,True,False,False,True,False
2252,m_10,p_99,10,4,38.0,18,blocked shot,1.0,27.37243138634199,0.11864543179370102,6.797882500286341,1.0,False,False,False,True,True,False,False,False
2253,m_83,p_143,2,0,29.0,59,blocked shot,1.0,13.693476549072555,-0.9929209848700107,-56.89018182302468,3.0,False,False,False,True,False,False,True,False
2254,m_12,p_84,2,0,46.0,45,blocked shot,1.0,15.150290426259161,-0.996524094331824,-57.09662478831024,2.0,False,False,False,True,False,False,True,False
2255,m_219,p_83,1,0,37.0,35,saved by keeper,1.0,15.936790768533044,-0.8738085163514236,-50.06554008952476,1.0,False,False,False,True,False,False,True,False
2256,m_61,p_74,2,0,46.0,56,saved by keeper,1.0,28.689804809374355,0.02614466897779997,1.4979791891945504,1.0,False,True,False,False,False,False,True,False
2257,m_18,p_75,6,3,31.0,11,blocked shot,1.0,13.663765952328077,-0.3738470572331833,-21.41985856284714,1.0,False,False,False,True,False,False,True,False
2258,m_30,p_115,1,0,80.0,25,saved by keeper,1.0,10.481932073811585,-0.04771923795872171,-2.734110936615228,1.0,True,False,False,False,False,False,True,False
2259,m_71,p_20,5,2,78.0,11,missed chance,1.0,34.71595166490471,-0.42202648141910476,-24.18033622807096,1.0,False,False,False,True,False,False,True,False
2260,m_62,p_25,3,0,68.0,34,missed chance,1.0,16.581441433120343,-0.21206212109202122,-12.150264533165013,1.0,False,False,False,True,False,False,True,False
2261,m_124,p_103,3,0,47.0,33,saved by keeper,1.0,21.486391041773395,0.05820922533916602,3.3351429406601807,3.0,False,True,False,False,False,False,True,False
2262,m_113,p_109,1,0,86.0,35,saved by keeper,1.0,7.546548880117322,0.1329017949793729,7.614711942031021,2.0,False,False,False,True,False,False,True,False
2263,m_194,p_138,1,0,59.0,15,missed chance,1.0,8.12528153358393,-0.7418716650726677,-42.50611534900682,1.0,True,False,False,False,False,False,True,False
2264,m_36,p_22,3,1,21.0,33,blocked shot,1.0,18.6907089218146,0.16066282484090053,9.205301788033202,3.0,False,False,False,True,False,False,True,False
2265,m_159,p_49,5,1,80.0,43,goal,1.0,29.733861168707975,0.14308611468586666,8.198230478425026,2.0,False,True,False,False,False,False,True,False
2266,m_25,p_84,1,0,73.0,15,saved by keeper,1.0,12.272868450366444,-0.9153987779452974,-52.44848654769877,3.0,False,False,False,True,False,False,True,False
2267,m_180,p_105,3,1,41.0,6,blocked shot,1.0,23.54524155747823,-0.496702839290565,-28.45897636351418,2.0,False,True,False,False,False,False,True,False
2268,m_3,p_9,4,1,37.0,37,missed chance,1.0,24.681703749944006,-0.3185474903988053,-18.251426774335656,1.0,False,False,False,True,False,False,True,False
2269,m_151,p_149,3,0,72.0,22,missed chance,1.0,24.766174512831004,0.5993135782045605,34.33813863600492,2.0,False,False,False,True,False,False,True,False
2270,m_86,p_2,1,0,79.0,52,saved by keeper,1.0,10.97,0.0,0.0,1.0,False,False,False,True,False,False,False,True
2271,m_73,p_96,2,0,59.0,39,blocked shot,1.0,16.53283097355078,-0.4027474007228181,-23.0757262712816,2.0,False,True,False,False,False,False,True,False
2272,m_146,p_129,2,1,19.0,56,missed chance,1.0,25.220995222234986,0.04958219536348985,2.8408505333210874,2.0,False,False,False,True,False,False,True,False
2273,m_11,p_102,1,0,46.0,49,missed chance,1.0,9.524221752983285,0.8225281935378076,47.12739402023613,2.0,True,False,False,False,False,False,True,False
2274,m_68,p_58,5,1,19.0,58,blocked shot,1.0,21.240294254082265,-0.2736434163830484,-15.67861285028972,1.0,False,True,False,False,True,False,False,False
2275,m_96,p_52,1,0,80.0,25,goal,1.0,6.3150692791132546,1.248545021313419,71.53636025333033,3.0,False,True,False,False,False,False,True,False
2276,m_209,p_131,3,0,57.0,40,blocked shot,1.0,13.01436898201369,-0.6359708991989641,-36.43844841724055,3.0,False,False,False,True,False,False,True,False
2277,m_96,p_80,1,0,76.0,36,saved by keeper,1.0,7.496692604075481,0.0667456260632244,3.824242674381146,2.0,True,False,False,False,False,False,True,False
2278,m_94,p_116,1,0,4.0,13,missed chance,1.0,28.61271919968461,0.529810295739496,30.355893888451103,2.0,False,False,False,True,False,False,True,False
2279,m_41,p_78,6,2,44.0,18,missed chance,1.0,13.392117084314938,0.5050677558058934,28.93825077582177,2.0,False,False,False,True,False,False,True,False
2280,m_233,p_132,4,0,4.0,28,blocked shot,1.0,12.9491698575623,0.27288971920958754,15.635429183219474,2.0,False,False,False,True,False,False,True,False
2281,m_23,p_88,3,0,60.0,53,saved by keeper,1.0,25.1570367889384,0.31232280104359367,17.89477834550202,2.0,False,False,False,True,False,False,True,False
2282,m_192,p_122,5,1,15.0,2,blocked shot,1.0,27.96609554442665,0.143161276433807,8.202536929362834,1.0,False,False,False,True,False,False,True,False
2283,m_66,p_42,2,0,82.0,46,missed chance,1.0,19.78060919183229,-0.9829339363703586,-56.317966094202156,1.0,False,True,False,False,False,False,True,False
2284,m_23,p_10,3,2,57.0,31,missed chance,1.0,8.99390905001824,-0.05562185543628403,-3.186897565185869,2.0,True,False,False,False,False,False,True,False
2285,m_124,p_15,2,0,70.0,1,saved by keeper,1.0,14.631175619204358,-1.0539391200465176,-60.38626344239727,2.0,False,False,False,True,False,False,True,False
2286,m_138,p_67,2,0,86.0,33,missed chance,1.0,29.740171485719447,0.29793034249020106,17.070151213575663,1.0,False,False,False,True,False,False,True,False
2287,m_130,p_158,3,1,43.0,12,saved by keeper,1.0,22.490077812226442,0.0667456260632244,3.824242674381146,2.0,False,False,False,True,False,False,True,False
2288,m_120,p_45,4,0,17.0,56,blocked shot,1.0,20.627062321135313,-0.7768279241372513,-44.508961460973396,2.0,False,True,False,False,False,False,True,False
2289,m_171,p_110,7,3,53.0,57,missed chance,1.0,19.96421799119615,0.7237305352671817,41.46670517555349,2.0,False,False,False,True,False,False,True,False
2290,m_88,p_6,3,2,3.0,15,saved by keeper,1.0,29.55187472902523,0.46379894071877925,26.573721845824316,1.0,False,False,False,True,False,False,True,False
2291,m_155,p_62,3,1,36.0,5,missed chance,1.0,27.86897917039661,0.11652179175819961,6.676206889047098,1.0,False,False,False,True,False,False,True,False
2292,m_100,p_2,2,0,15.0,3,missed chance,1.0,11.980438222368997,0.04174682539746717,2.3919169033444243,2.0,False,False,False,True,False,False,True,False
2293,m_42,p_84,3,0,73.0,5,missed chance,1.0,14.178815183223175,-0.5977831993330919,-34.25045438561377,1.0,False,False,False,True,False,False,True,False
2294,m_236,p_30,5,0,41.0,59,saved by keeper,1.0,28.076413588633432,0.21499888315538404,12.318528604829833,1.0,False,False,False,True,True,False,False,False
2295,m_76,p_99,1,0,35.0,39,saved by keeper,1.0,14.39534647030074,1.4145555910033925,81.04806525112824,1.0,False,True,False,False,False,False,True,False
2296,m_31,p_130,2,0,86.0,28,missed chance,1.0,29.04106230839361,-0.4060221380214193,-23.26335489750552,1.0,False,False,False,True,False,False,True,False
2297,m_115,p_28,1,0,30.0,50,saved by keeper,1.0,9.829954221663497,0.6235607321590254,35.7273982227997,1.0,True,False,False,False,False,False,True,False
2298,m_109,p_147,4,1,48.0,35,saved by keeper,1.0,24.02339692882753,0.08334864338989176,4.775525494381765,1.0,False,False,False,True,False,False,True,False
2299,m_150,p_66,2,0,27.0,25,blocked shot,1.0,14.198637258554077,1.036536912875935,59.389190417310594,1.0,False,True,False,False,False,False,True,False
2300,m_174,p_109,2,0,72.0,12,blocked shot,1.0,14.466125949956334,-0.944439555767764,-54.11240055070322,3.0,False,False,False,True,False,False,True,False
2301,m_68,p_123,2,0,16.0,28,missed chance,1.0,9.444199277863635,0.21338588947847062,12.226110874761405,1.0,True,False,False,False,False,False,True,False
2302,m_64,p_119,2,0,92.0,34,missed chance,1.0,27.13280302512072,0.32757799425846773,18.768836532370916,1.0,False,False,False,True,False,False,True,False
2303,m_185,p_33,1,0,67.0,52,saved by keeper,1.0,12.723749447391677,0.6043517026439027,34.62680190304094,1.0,False,True,False,False,False,False,True,False
2304,m_62,p_69,3,0,59.0,43,blocked shot,1.0,19.094305433819795,-0.8591593843725864,-49.22620665360726,1.0,False,False,False,True,False,False,True,False
2305,m_207,p_142,3,0,45.0,5,saved by keeper,1.0,22.739527259817873,0.06601236450586469,3.7822298818652444,1.0,False,True,False,False,False,False,True,False
2306,m_195,p_87,2,1,22.0,28,saved by keeper,1.0,23.167675757399575,-0.14030994813551118,-8.039167851864265,2.0,False,False,False,True,False,False,True,False
2307,m_12,p_96,3,0,52.0,18,saved by keeper,1.0,23.989301782252856,0.6600925987947881,37.820519998763686,1.0,False,False,False,True,False,False,True,False
2308,m_41,p_154,3,2,90.0,2,missed chance,1.0,25.46253915068173,-0.5117904402082418,-29.323432219074764,1.0,False,False,False,True,False,False,True,False
2309,m_9,p_51,2,0,34.0,2,goal,1.0,23.667044597921393,0.28834053114271213,16.52069549703788,1.0,False,False,False,True,False,False,True,False
2310,m_196,p_84,3,0,57.0,47,missed chance,1.0,13.778454194865256,-0.7340558628695976,-42.05830286926186,2.0,False,False,False,True,False,False,True,False
2311,m_237,p_74,2,1,13.0,24,blocked shot,1.0,14.148445144255252,-1.4118060655981073,-80.89052904974139,3.0,False,False,False,True,False,False,True,False
2312,m_79,p_153,3,0,89.0,25,goal,1.0,6.349818895055197,-0.7853981633974483,-45.0,2.0,True,False,False,False,False,False,True,False
2313,m_166,p_81,2,0,10.0,16,saved by keeper,1.0,15.407507910106684,0.5069093850602917,29.04376835952662,2.0,True,False,False,False,False,False,True,False
2314,m_211,p_145,2,0,77.0,48,saved by keeper,1.0,10.312759087654477,-0.5613745163595248,-32.16439051359856,3.0,False,False,False,True,False,False,True,False
2315,m_108,p_5,3,0,80.0,37,saved by keeper,1.0,29.248459788508523,-0.06843306950559651,-3.920926061796095,2.0,False,True,False,False,False,False,True,False
2316,m_127,p_45,6,2,79.0,53,saved by keeper,1.0,29.595312128781476,0.21243849689906116,12.171829278419231,1.0,False,False,False,True,True,False,False,False
2317,m_64,p_101,1,0,82.0,43,saved by keeper,1.0,17.99227056266107,0.8050497213529451,46.1259513317067,2.0,False,True,False,False,False,False,True,False
2318,m_225,p_65,4,1,47.0,29,saved by keeper,1.0,20.28239137774439,0.36448357482175636,20.883370539127394,2.0,False,True,False,False,False,False,True,False
2319,m_55,p_55,1,0,40.0,55,goal,1.0,9.149890709729815,0.30412362116421676,17.42499994294514,1.0,False,False,False,True,False,False,True,False
2320,m_239,p_148,4,1,74.0,35,missed chance,1.0,25.10500348536124,0.2306801207359776,13.216997335739782,1.0,False,True,False,False,False,False,True,False
2321,m_15,p_43,3,0,30.0,1,blocked shot,1.0,17.569632893148338,0.9666915470040539,55.38734573430473,2.0,False,False,False,True,False,False,True,False
2322,m_178,p_157,7,2,79.0,54,missed chance,1.0,25.388991709006486,-0.5826498034592147,-33.38337467233991,1.0,False,True,False,False,True,False,False,False
2323,m_70,p_28,2,0,34.0,4,missed chance,1.0,12.380569453785235,-1.242660163152014,-71.1991827176487,2.0,False,False,False,True,False,False,True,False
2324,m_204,p_76,2,0,28.0,42,missed chance,1.0,11.14138680775423,0.9763213217200336,55.939091183192154,3.0,True,False,False,False,False,False,True,False
2325,m_149,p_133,4,1,43.0,21,saved by keeper,1.0,26.80867396944504,0.8117772672725184,46.511411319378716,1.0,False,False,False,True,True,False,False,False
2326,m_213,p_13,5,1,85.0,56,blocked shot,1.0,23.381963134005666,-0.12822744879849104,-7.346891633883396,1.0,False,False,False,True,False,False,True,False
2327,m_149,p_127,2,0,90.0,57,missed chance,1.0,9.255160722537454,1.3263417726347182,75.99378576386958,2.0,True,False,False,False,False,False,True,False
2328,m_55,p_131,2,0,49.0,16,saved by keeper,1.0,20.206187171260193,-0.9520426399496351,-54.548025185607116,2.0,False,False,False,True,False,False,True,False
2329,m_132,p_20,5,2,13.0,48,missed chance,1.0,19.65304047723914,0.4181210024458915,23.956568765928754,3.0,False,False,False,True,False,False,True,False
2330,m_10,p_112,1,0,22.0,36,hit the post,1.0,5.9495966249822345,-0.9949143417894192,-57.00439276156999,1.0,False,False,False,True,False,False,True,False
2331,m_83,p_134,3,0,83.0,23,saved by keeper,1.0,24.590780792809326,-0.39576083911552074,-22.675425777875322,2.0,False,False,False,True,False,False,True,False
2332,m_71,p_25,4,0,91.0,3,missed chance,1.0,27.63426315283257,0.18156893052824485,10.40313340997248,1.0,False,False,False,True,False,False,True,False
2333,m_35,p_126,3,1,38.0,52,saved by keeper,1.0,27.094953404647146,0.3772166898498607,21.612924290292376,2.0,False,False,False,True,False,False,True,False
2334,m_107,p_92,2,0,86.0,46,saved by keeper,1.0,12.228593541368525,-1.2167155149423499,-69.7126638742833,1.0,False,False,False,True,False,False,True,False
2335,m_31,p_128,2,0,2.0,45,missed chance,1.0,13.275108285810704,-0.44713967473815847,-25.619216215348874,2.0,True,False,False,False,False,False,True,False
2336,m_30,p_88,2,0,8.0,53,saved by keeper,1.0,27.37243138634199,0.11864543179370102,6.797882500286341,2.0,False,False,False,True,False,False,True,False
2337,m_59,p_129,3,0,34.0,2,saved by keeper,1.0,14.599263680062773,-0.29467158461019327,-16.883438140596216,2.0,False,False,False,True,False,False,True,False
2338,m_136,p_112,3,0,29.0,20,missed chance,1.0,21.723029254687297,0.5974507391529035,34.23140582043282,2.0,False,False,False,True,False,False,True,False
2339,m_233,p_158,2,0,34.0,27,missed chance,1.0,15.308876510051284,0.28063253947465927,16.07906010593645,1.0,False,False,False,True,False,False,True,False
2340,m_46,p_71,5,3,57.0,8,missed chance,1.0,18.72671887971836,-0.05342504850149969,-3.0610297994176556,1.0,False,False,False,True,False,False,True,False
2341,m_179,p_154,3,1,57.0,12,missed chance,1.0,24.404737245051418,0.19546692193258416,11.199429661150218,2.0,False,False,False,True,False,False,True,False
2342,m_186,p_25,3,0,13.0,8,missed chance,1.0,25.26927185337955,-0.07923038026141294,-4.539566398195586,2.0,False,False,False,True,False,False,True,False
2343,m_157,p_62,2,0,91.0,33,saved by keeper,1.0,26.194106207313126,0.2405342479459046,13.781597235653626,2.0,False,True,False,False,False,False,True,False
2344,m_193,p_94,2,0,44.0,0,hit the post,0.0,4.76629835406891,0.1050965741319295,6.021590139043344,3.0,False,True,False,False,False,False,True,False
2345,m_47,p_152,5,2,44.0,10,missed chance,1.0,30.056114186634304,-0.1583661536999231,-9.0737122247257,1.0,False,True,False,False,False,False,True,False
2346,m_155,p_113,3,0,91.0,24,saved by keeper,1.0,7.609894874438149,-0.5519132469856147,-31.62229970963713,3.0,False,True,False,False,False,False,True,False
2347,m_29,p_48,2,0,4.0,45,blocked shot,1.0,17.569632893148338,-0.6041047797908426,-34.61265426569527,2.0,False,False,False,True,False,False,True,False
2348,m_101,p_61,2,0,46.0,45,saved by keeper,1.0,14.964000133654103,-0.9271615638992271,-53.122444538174705,2.0,False,False,False,True,False,False,True,False
